ID,region,area,year_built,floor,num_parking,elevator,subway_distance,price
2038,Seoul,98.48,1992,6.0,0.57,1,1.23,151741.69
832,Busan,43.01,1984,5.0,1.4,1,0.17,81987.37
1993,Busan,66.63,2000,4.0,1.03,1,,108628.44
1105,Rural,87.99,2007,1.0,1.02,1,1.73,117987.51
3174,Seoul,91.04,2007,20.0,1.14,0,1.49,152356.43
1427,Seoul,69.58,1980,23.0,1.28,1,0.5,122489.27
1546,Busan,98.3,2002,4.0,0.55,0,1.56,149665.42
1504,Seoul,92.34,2009,27.0,0.78,1,1.01,143597.68
2530,Rural,91.42,1984,12.0,1.83,1,0.15,121006.58
1610,Busan,66.35,1996,26.0,0.53,0,3.06,90635.95
656,Seoul,85.2,1994,22.0,1.14,0,2.29,146950.84
1609,Seoul,36.44,1999,15.0,0.8,1,1.45,86416.08
362,Busan,71.05,1991,28.0,1.84,1,2.72,122446.7
136,Seoul,123.12,2005,11.0,0.63,1,0.1,186929.98
2431,Busan,93.9,1984,6.0,1.73,1,1.52,137134.63
3083,Seoul,98.02,2003,19.0,0.9,1,0.16,174023.35
1147,Daegu,94.65,1987,,1.96,1,2.21,145069.52
3379,Seoul,,2018,2.0,0.7,0,0.9,127332.45
367,Rural,81.82,2014,,0.65,1,1.79,117506.02
2172,Seoul,108.06,1984,4.0,1.97,1,3.4,159335.48
2580,Busan,90.7,1994,24.0,1.31,1,0.81,145413.08
30,Seoul,66.06,2008,1.0,1.32,1,1.18,120301.28
2913,Daegu,47.03,1995,14.0,1.44,1,0.9,82021.3
23,Seoul,67.82,2018,26.0,0.99,1,0.5,140999.5
3259,Seoul,86.24,1997,22.0,1.19,1,1.3,155834.03
3447,Daegu,78.42,1989,2.0,1.39,1,0.41,108150.36
1076,Busan,89.49,1989,24.0,1.92,1,0.28,138531.56
2756,Seoul,95.66,1981,1.0,0.51,1,1.42,159543.92
696,Busan,70.59,1999,29.0,1.21,1,8.0,110538.58
3453,Daegu,57.66,1988,29.0,1.3,1,0.19,97464.12
701,Busan,83.92,2001,20.0,1.27,1,1.51,135354.99
421,Daegu,52.41,1999,1.0,1.1,1,1.82,81451.66
683,Seoul,97.39,2010,5.0,1.09,1,,167171.37
1905,Daegu,63.96,2022,9.0,1.54,1,3.27,112474.22
461,Seoul,114.26,2014,10.0,1.85,1,0.76,196929.35
44,Rural,35.59,1992,6.0,1.37,1,1.6,50932.53
88,Busan,66.52,2010,23.0,1.35,1,6.54,108030.62
1703,Seoul,65.5,2006,7.0,1.96,0,0.1,113574.54
1399,Busan,80.32,1994,7.0,0.54,1,1.47,132102.83
3426,Busan,109.18,2017,28.0,,1,2.81,152941.01
562,Seoul,86.45,1980,16.0,1.73,1,1.52,144499.21
283,Seoul,97.87,2022,28.0,0.83,1,0.41,167253.74
3421,Daegu,36.77,2005,27.0,1.96,1,6.7,64407.79
3189,Daegu,83.41,1994,26.0,0.79,1,,117739.3
1767,Daegu,78.67,2000,15.0,0.57,1,0.46,120567.42
3322,Seoul,83.35,2007,9.0,1.49,1,1.06,153693.9
1443,Daegu,82.76,2013,19.0,0.56,1,3.32,113268.59
466,Seoul,111.24,2021,16.0,1.36,1,6.01,190831.2
1197,Rural,107.92,2018,8.0,1.18,1,3.17,143230.25
1583,Busan,63.65,1996,2.0,1.2,1,2.71,106048.69
860,Seoul,88.79,2002,4.0,0.89,1,1.46,138817.22
534,Busan,53.12,1988,5.0,0.94,1,0.47,92352.43
2851,Daegu,105.97,1998,,1.54,1,0.59,153661.69
2857,Seoul,89.76,1987,21.0,1.45,0,0.6,149340.37
2158,Seoul,112.32,1990,11.0,0.53,1,0.66,192956.27
1850,Busan,30.0,2010,11.0,0.61,1,1.1,63693.23
3462,Seoul,127.0,1982,6.0,1.44,1,1.19,198603.75
2906,Seoul,97.91,2013,18.0,0.62,1,3.05,172361.42
1668,Rural,67.93,2015,29.0,0.66,1,0.1,96790.31
2476,Rural,110.06,1989,12.0,1.38,1,4.69,152440.17
1136,Seoul,97.76,2005,14.0,1.83,0,0.22,164388.52
3449,Busan,104.6,1992,1.0,1.61,1,,154993.8
2471,Seoul,53.6,1982,26.0,0.87,0,1.07,103697.8
3025,Seoul,77.33,1991,1.0,1.69,1,1.32,148073.85
1352,Busan,41.74,1987,21.0,0.89,0,0.17,69284.41
904,Busan,48.55,2005,6.0,1.05,1,0.1,92454.36
638,Seoul,69.89,1984,15.0,1.82,1,2.36,113628.96
1457,Daegu,88.11,1992,8.0,1.28,1,0.1,122058.1
1986,Seoul,52.85,1982,8.0,1.01,1,1.37,93760.0
3461,Seoul,77.82,2019,27.0,0.58,1,1.34,137267.09
3388,Busan,86.44,2007,17.0,0.87,1,0.16,133546.66
2567,Seoul,91.89,1994,10.0,1.99,1,0.1,167331.52
3365,Rural,109.3,2011,4.0,,0,0.67,132850.86
1079,Seoul,64.64,1987,8.0,1.51,1,2.75,122498.67
2489,Busan,55.86,1987,13.0,1.89,1,0.97,101481.27
1821,Seoul,79.85,1995,2.0,0.75,1,0.23,152827.25
222,Busan,87.22,1989,24.0,1.79,1,0.41,127470.9
544,Daegu,106.53,2004,28.0,0.97,1,0.63,162722.51
2182,Seoul,61.8,2006,28.0,1.75,1,1.68,112733.89
3471,Seoul,75.4,2005,24.0,0.54,1,0.48,138052.68
888,Seoul,69.22,2023,19.0,0.56,1,1.65,133071.69
2510,Rural,144.7,1999,23.0,1.81,0,0.49,173520.45
686,Busan,59.88,2009,19.0,1.06,1,2.67,103964.55
2680,Busan,64.17,2011,,0.83,1,1.23,105450.54
991,Daegu,111.32,2016,1.0,1.08,1,,167645.45
2171,Daegu,118.36,1997,28.0,0.53,1,,155588.23
1428,Rural,78.42,2008,13.0,1.48,1,0.84,114017.34
2501,Daegu,,1997,22.0,1.88,1,0.12,130602.88
790,Rural,40.8,2013,8.0,1.15,1,0.55,66034.61
3088,Seoul,65.87,1986,29.0,1.18,1,1.14,129742.85
1109,Daegu,45.24,2015,,1.85,1,0.43,82273.64
2300,Seoul,106.17,1982,15.0,1.78,1,0.79,180893.59
2139,Seoul,70.2,2021,9.0,1.99,1,,143982.36
2779,Busan,122.23,2002,4.0,1.2,1,0.9,161203.06
3295,Rural,81.86,2004,22.0,1.02,1,8.0,106652.3
1074,Seoul,70.06,2006,15.0,1.96,1,5.54,117809.01
2574,Busan,67.55,2008,24.0,1.86,1,1.1,110328.75
1730,Busan,56.06,2014,25.0,0.82,1,4.03,101470.02
273,Rural,81.47,1985,7.0,1.29,1,1.04,116837.8
3377,Daegu,81.1,2019,15.0,1.48,1,2.34,130570.56
522,Seoul,101.91,2005,10.0,1.35,1,0.47,176529.09
523,Rural,40.96,2012,26.0,1.96,1,0.21,66186.69
2064,Busan,86.03,1983,28.0,1.99,1,0.69,128782.42
1489,Seoul,106.88,1991,3.0,0.96,1,,178732.41
3324,Busan,71.67,1985,9.0,1.18,1,1.47,119052.93
2487,Busan,100.48,1990,12.0,1.86,1,0.67,137609.9
1229,Rural,37.77,1997,21.0,1.7,1,1.49,67629.87
351,Busan,72.48,1989,10.0,1.62,0,2.05,107557.06
1256,Busan,97.4,2000,11.0,0.61,1,0.65,156615.2
1511,Daegu,46.04,2022,22.0,1.88,1,1.61,94469.96
1567,Daegu,122.49,2004,10.0,1.61,1,2.16,188808.44
2737,Rural,30.0,2007,6.0,0.92,1,0.64,52099.28
1478,Daegu,78.04,1986,2.0,1.62,1,1.57,112265.79
2703,Seoul,30.82,2012,7.0,0.59,1,1.22,83238.51
1174,Seoul,89.71,2003,11.0,0.88,0,,153451.34
652,Busan,,1982,22.0,0.82,1,0.19,95657.67
2910,Seoul,81.15,2012,8.0,1.97,1,1.45,155782.37
2664,Daegu,96.4,2006,28.0,1.34,1,,132652.64
3286,Seoul,118.32,1993,23.0,0.78,1,1.13,188590.4
3022,Busan,132.46,2008,26.0,1.05,0,1.63,198320.91
3245,Daegu,71.97,2012,15.0,1.32,1,1.17,119563.14
2423,Daegu,106.01,2004,15.0,0.97,1,0.68,163313.9
2250,Seoul,,2000,16.0,1.44,1,,159021.21
2074,Rural,,2001,2.0,1.91,1,1.56,124843.24
1863,Seoul,88.91,2022,2.0,1.46,1,0.1,163995.99
169,Seoul,101.73,1996,25.0,1.56,1,0.53,175238.55
2917,Daegu,88.99,1994,22.0,1.51,1,4.81,137763.59
1749,Daegu,50.33,2020,,,1,1.39,97958.31
3249,Rural,78.53,1993,,0.94,1,1.23,105766.1
1129,Seoul,97.32,2000,11.0,1.48,1,1.1,167995.96
804,Busan,81.29,1995,14.0,,1,0.1,140334.97
2863,Rural,122.9,2005,6.0,1.15,1,0.75,173449.24
963,Seoul,,1985,12.0,1.84,0,0.67,119817.8
946,Seoul,,1991,,,1,1.97,181106.71
463,Daegu,,1981,10.0,1.37,1,0.32,138989.55
1826,Busan,102.97,1989,29.0,1.08,1,1.82,149279.3
2217,Daegu,89.74,2023,2.0,1.98,1,0.67,128154.32
1980,Daegu,92.4,2003,15.0,0.77,1,0.24,138731.52
2380,Daegu,93.41,2011,29.0,,1,0.96,129230.64
1106,Seoul,121.34,2006,4.0,0.67,1,0.78,197391.07
3454,Seoul,38.97,1992,25.0,1.07,1,1.19,94102.08
1778,Busan,99.16,2000,13.0,1.97,1,2.49,163303.39
2611,Daegu,52.59,1993,18.0,0.55,1,,88863.34
220,Daegu,111.81,2007,26.0,1.9,1,3.24,155398.28
368,Rural,69.71,1994,26.0,1.09,1,0.86,93834.82
3240,Busan,64.23,2022,24.0,1.2,1,0.64,125259.55
3464,Busan,71.8,2012,10.0,,1,1.94,121596.94
550,Daegu,91.24,2016,21.0,1.9,1,0.1,139914.24
3038,Rural,63.77,1985,29.0,0.64,1,1.88,79440.94
2504,Rural,59.53,2018,27.0,1.13,1,3.88,86330.02
1802,Daegu,85.48,1996,11.0,1.51,1,0.38,128692.97
352,Rural,49.76,1999,2.0,0.91,1,0.52,77352.24
1353,Busan,,2019,17.0,1.62,1,3.65,178871.56
773,Seoul,132.4,1983,13.0,1.91,1,1.31,190542.64
3337,Rural,85.83,1981,19.0,1.44,1,0.96,113933.6
2237,Rural,100.2,1983,17.0,1.52,0,1.46,130831.95
491,Busan,95.97,2006,,1.05,1,,145852.92
3137,Daegu,80.94,1988,14.0,1.1,1,2.14,126490.7
2762,Seoul,64.64,1981,16.0,1.99,1,0.9,132881.72
499,Rural,74.05,1998,5.0,0.81,1,0.35,101273.47
2286,Seoul,,1998,27.0,0.66,1,2.18,131882.39
211,Busan,,1980,28.0,1.77,1,0.45,93778.89
1176,Busan,46.68,1993,15.0,0.71,1,0.15,78184.73
436,Daegu,32.92,1996,24.0,1.25,1,0.16,65187.02
651,Seoul,129.79,1993,17.0,1.63,1,1.57,202643.56
228,Seoul,140.29,2022,17.0,1.07,1,0.22,207746.99
366,Seoul,112.96,1986,25.0,,1,0.12,181593.97
3307,Seoul,101.68,1998,13.0,1.43,1,0.32,156924.34
277,Daegu,55.93,2011,25.0,0.76,1,0.6,103993.59
2331,Seoul,45.2,2003,19.0,1.74,1,0.63,106626.73
1316,Busan,30.0,1981,17.0,1.66,1,3.01,55175.23
408,Seoul,69.6,2019,10.0,0.69,1,0.13,126964.82
1139,Busan,66.1,2019,22.0,1.96,1,1.08,119174.09
1378,Busan,80.11,1983,5.0,1.91,1,0.43,128489.76
845,Seoul,60.5,2022,11.0,1.17,1,2.72,118017.53
1738,Seoul,50.15,2012,23.0,1.05,1,2.75,115661.15
2119,Seoul,104.84,1994,27.0,1.02,1,1.68,168175.16
1671,Seoul,85.67,2003,4.0,1.62,1,0.3,152514.21
1908,Seoul,80.89,2004,18.0,0.64,1,,147144.62
1593,Seoul,90.11,2003,24.0,0.74,1,7.29,137656.87
2556,Rural,74.49,2021,16.0,1.79,1,3.45,99470.97
1135,Daegu,114.84,1995,26.0,1.46,1,,141599.0
3329,Seoul,98.63,2022,19.0,1.87,1,1.04,170538.25
1259,Seoul,134.25,2007,24.0,1.37,1,1.38,227377.02
1868,Seoul,90.63,1990,4.0,1.29,1,1.0,153821.43
945,Seoul,66.89,1980,3.0,1.6,1,1.29,121311.47
200,Daegu,64.79,2001,15.0,0.86,1,1.28,105610.73
2671,Busan,82.68,1988,22.0,1.13,1,3.69,125436.02
1254,Seoul,65.52,1990,4.0,1.08,1,0.51,122338.64
802,Seoul,109.86,2015,10.0,1.45,0,1.13,166841.5
2113,Seoul,64.8,2016,16.0,0.67,1,0.15,127713.4
1375,Seoul,,1986,27.0,1.76,1,0.5,142447.51
2766,Rural,80.33,2022,3.0,1.9,0,0.54,109476.72
232,Busan,,1983,12.0,0.73,1,0.1,127339.4
1107,Seoul,83.5,1989,3.0,1.56,1,1.63,151799.07
1792,Daegu,55.85,2004,12.0,0.72,1,1.15,92618.49
1873,Busan,63.02,2022,24.0,1.57,1,0.34,117350.05
1910,Seoul,39.22,1982,20.0,1.7,1,1.25,99381.85
2727,Seoul,62.21,1996,9.0,1.22,1,0.1,115966.09
1264,Busan,72.04,1992,13.0,1.24,1,0.1,123042.85
3341,Rural,51.66,2001,8.0,0.99,1,1.68,79653.82
1930,Seoul,86.08,2018,15.0,1.0,0,3.7,132815.71
1897,Busan,86.15,2008,23.0,1.97,1,0.61,138476.21
105,Rural,59.04,1989,14.0,,1,1.88,90693.13
2607,Seoul,67.78,1986,12.0,1.31,1,,120826.9
1437,Seoul,30.0,1992,4.0,1.26,0,,76002.44
2933,Seoul,122.78,2006,24.0,1.89,1,2.52,178487.96
2896,Rural,78.89,1981,10.0,1.01,1,1.56,112171.96
1508,Busan,,2013,10.0,0.68,1,0.14,154476.91
1269,Busan,101.56,1990,14.0,0.97,1,4.6,131542.11
1182,Seoul,30.0,1986,11.0,1.41,1,,79825.12
2684,Seoul,74.45,1999,5.0,1.57,1,0.88,142130.53
2115,Daegu,46.5,1991,2.0,1.19,1,0.37,76503.59
1098,Seoul,75.12,1982,10.0,1.89,1,0.68,148245.77
1404,Daegu,99.85,2012,14.0,1.73,1,2.15,143898.68
2596,Daegu,57.38,2021,1.0,0.95,1,1.29,93808.01
1492,Seoul,52.71,2011,,1.43,1,0.26,124370.72
3417,Seoul,119.79,2001,17.0,1.16,1,0.31,203930.52
1768,Busan,66.23,2023,,1.82,1,0.7,110420.06
1279,Seoul,85.12,1994,21.0,0.75,1,0.1,142610.39
2948,Busan,127.47,2020,13.0,0.72,1,,179372.9
995,Seoul,82.59,1992,1.0,1.09,1,1.06,129615.51
465,Rural,58.83,2018,,0.99,1,0.58,94800.94
3254,Seoul,58.47,2005,4.0,0.52,1,0.57,118449.54
3104,Busan,65.0,2008,17.0,,1,0.84,120423.35
2819,Seoul,127.51,2001,18.0,1.9,1,1.16,181654.33
1761,Busan,92.41,2019,13.0,0.88,1,0.1,148978.31
2120,Rural,,1986,17.0,0.78,1,0.29,165910.4
3294,Busan,117.51,2004,18.0,1.92,1,2.38,162952.11
213,Daegu,102.78,2005,20.0,1.26,1,1.84,157431.42
1037,Seoul,55.17,1992,20.0,1.97,1,0.9,112920.78
3389,Seoul,127.3,2005,28.0,,1,,199366.12
901,Seoul,89.33,1987,5.0,1.33,1,1.37,156370.85
1293,Busan,,2011,18.0,1.12,1,0.52,108597.0
1299,Busan,98.75,1993,26.0,1.91,1,3.15,159909.51
742,Seoul,81.28,2008,12.0,1.13,1,1.14,144623.68
3080,Rural,50.09,1990,7.0,1.69,1,0.35,72811.17
2722,Daegu,80.92,2009,22.0,1.07,1,0.95,119446.58
2403,Busan,99.87,2006,10.0,0.82,1,0.45,141401.87
510,Daegu,58.18,2021,13.0,0.68,1,2.41,92664.74
598,Seoul,55.51,1988,27.0,1.05,1,0.16,122887.24
2629,Busan,62.51,1992,27.0,1.03,0,,87559.25
982,Daegu,84.2,1986,7.0,,1,1.51,126263.02
2767,Busan,75.52,1981,23.0,0.94,0,2.27,116432.98
3084,Busan,66.37,2000,19.0,1.98,1,1.24,123507.26
519,Rural,58.46,2023,11.0,1.47,1,0.49,87980.49
1158,Rural,78.51,2017,28.0,1.86,1,3.85,108434.19
768,Rural,53.72,2005,16.0,1.45,1,0.83,86252.45
2329,Busan,34.48,1989,4.0,1.52,1,1.51,74248.63
3216,Seoul,95.58,2001,10.0,0.94,0,0.43,139632.99
124,Seoul,67.51,2004,16.0,0.7,1,5.25,106502.69
1621,Busan,63.33,2006,18.0,,1,0.78,97561.13
1745,Busan,97.26,1990,20.0,0.53,1,2.22,146572.08
820,Seoul,113.28,2021,11.0,0.87,1,3.16,189367.63
101,Seoul,52.44,1989,4.0,1.7,1,0.1,116192.37
3081,Daegu,42.66,1995,26.0,0.84,0,0.25,67599.32
3236,Seoul,49.56,1997,18.0,0.8,1,0.73,113313.35
2678,Seoul,78.5,1993,5.0,1.16,1,,138505.71
3062,Seoul,109.92,1997,8.0,0.85,1,0.36,179745.67
1104,Rural,61.79,1993,10.0,1.85,1,1.95,93732.7
1284,Seoul,69.62,2023,23.0,1.45,1,0.29,132929.74
2592,Daegu,109.06,2001,26.0,0.63,1,0.48,152506.54
2804,Rural,97.25,2018,22.0,1.04,1,1.44,122222.33
2583,Busan,71.76,1980,,1.47,1,0.7,124744.1
2418,Seoul,80.39,1985,8.0,0.73,1,3.52,133043.92
2714,Seoul,120.92,2012,10.0,1.95,1,0.1,189724.4
983,Seoul,55.12,1995,9.0,0.81,1,2.88,111251.27
457,Seoul,61.62,2003,9.0,1.79,0,0.23,115065.4
2615,Seoul,144.3,2016,16.0,0.52,1,3.43,204644.41
2496,Busan,61.53,2022,1.0,0.83,1,0.64,104360.07
382,Daegu,64.93,2011,17.0,0.72,1,4.14,105084.99
3264,Seoul,82.91,1981,5.0,1.19,1,0.37,130843.78
2813,Daegu,55.5,2017,19.0,1.9,1,0.51,108690.62
2150,Daegu,113.13,1981,20.0,1.49,1,1.6,165582.73
1011,Seoul,,2019,28.0,1.56,1,2.28,120491.87
1238,Busan,89.02,2001,16.0,1.3,1,1.65,145409.59
1919,Seoul,74.22,2005,22.0,1.92,1,0.59,133982.89
663,Busan,35.6,2012,17.0,1.7,1,1.28,73733.93
1314,Daegu,82.83,2017,10.0,1.24,1,0.49,133482.16
3173,Seoul,121.84,2009,23.0,1.19,1,,182564.23
1393,Seoul,104.75,2017,29.0,1.63,1,,162940.22
1948,Seoul,79.03,1992,14.0,0.52,1,4.67,119348.88
2750,Busan,98.21,2020,11.0,1.68,1,0.39,151025.21
2673,Daegu,97.2,2007,29.0,0.66,1,0.22,153001.01
1834,Daegu,83.95,2015,29.0,,1,0.47,122790.94
846,Busan,107.05,1997,26.0,1.92,1,1.72,149826.95
543,Seoul,107.52,1985,7.0,0.68,1,0.83,158704.29
2928,Rural,,2019,11.0,0.92,1,0.4,121471.26
2245,Rural,106.21,1997,21.0,1.94,1,0.29,136126.03
2842,Daegu,104.26,1991,22.0,,1,1.0,149656.74
1103,Rural,70.7,1996,27.0,1.91,1,0.1,115797.95
2477,Seoul,84.5,1980,27.0,1.36,1,4.3,143261.92
1367,Daegu,,2007,19.0,1.2,1,0.1,105890.71
1713,Daegu,101.15,1993,7.0,,1,0.29,156599.25
1423,Seoul,,2023,,1.86,0,0.41,119086.37
2187,Rural,70.36,2008,25.0,1.5,1,0.83,108016.73
1379,Seoul,,2013,22.0,0.82,1,2.54,147006.88
1049,Rural,55.15,2021,14.0,1.81,0,2.34,70703.44
2497,Busan,39.32,2013,1.0,1.93,1,0.37,76536.83
2248,Daegu,76.46,2002,18.0,1.77,1,0.63,120783.4
1790,Busan,100.98,1998,10.0,1.64,1,2.57,163821.08
1878,Busan,30.0,2006,4.0,1.06,1,1.31,71714.21
238,Seoul,76.12,1995,5.0,1.83,1,1.72,133907.21
1491,Seoul,85.24,1980,16.0,1.01,1,2.65,145607.1
1661,Busan,111.39,2014,20.0,0.52,1,0.9,150722.17
1134,Seoul,105.04,1985,12.0,1.1,1,0.92,172898.09
2294,Busan,51.96,1981,10.0,0.65,1,,78060.74
2404,Seoul,104.34,1993,,1.39,1,4.09,159470.01
164,Busan,86.31,2016,4.0,1.67,1,0.27,138791.79
1430,Rural,86.59,2002,9.0,0.84,1,3.67,111168.43
253,Rural,65.41,1988,18.0,1.09,1,1.62,88075.42
3102,Daegu,35.15,1982,24.0,1.56,1,0.49,72528.52
2096,Daegu,103.72,1986,26.0,1.48,1,0.38,151585.0
931,Seoul,110.45,2006,21.0,,1,1.25,170434.92
1744,Seoul,,1991,26.0,1.8,1,2.97,153877.28
2453,Busan,89.01,2017,2.0,1.38,1,4.67,136940.53
1616,Daegu,131.05,2007,8.0,0.72,1,0.13,171151.52
1377,Busan,102.28,2016,14.0,1.46,1,0.18,161588.71
1666,Rural,58.89,1987,8.0,1.23,1,1.95,78297.21
1877,Busan,30.0,1997,25.0,1.94,1,5.28,65127.59
1874,Daegu,30.0,1996,24.0,0.56,1,1.04,60745.61
1091,Rural,112.4,2002,3.0,1.8,1,0.73,142218.9
2796,Busan,106.22,2008,14.0,1.12,1,1.17,169586.04
594,Seoul,75.86,2003,6.0,1.18,1,1.05,144732.31
678,Seoul,87.32,2012,17.0,1.87,1,,170707.53
42,Busan,54.9,2020,6.0,1.26,1,1.33,97766.84
2478,Daegu,100.95,1996,1.0,0.6,1,0.16,138717.84
1400,Daegu,,1980,18.0,1.59,1,3.52,118505.73
2468,Seoul,,1981,3.0,1.88,1,0.87,178300.39
244,Seoul,,2018,25.0,0.82,1,1.48,103986.24
1125,Daegu,30.0,1992,21.0,1.09,0,1.24,47886.05
2442,Busan,99.27,2016,,1.8,1,4.67,144492.47
1424,Seoul,88.99,2011,21.0,0.57,1,2.33,157011.64
1214,Daegu,84.79,2006,14.0,0.98,1,2.1,122408.13
262,Rural,,1988,18.0,1.21,1,1.38,146112.67
1236,Seoul,71.99,1989,19.0,1.55,1,1.28,139867.56
835,Busan,55.67,2020,14.0,0.76,1,0.96,101629.92
2705,Daegu,87.34,2014,5.0,0.62,1,1.44,136584.38
2546,Busan,58.71,2021,11.0,1.22,1,,99731.96
1953,Busan,82.03,1991,7.0,1.98,1,0.55,126452.67
1403,Seoul,69.18,1999,19.0,0.7,1,0.24,131904.46
341,Busan,121.24,2016,22.0,1.54,1,1.22,183259.69
1456,Rural,,1980,16.0,0.65,1,4.39,78609.32
749,Rural,110.52,2000,23.0,1.73,1,0.38,162617.88
2991,Seoul,114.77,2010,22.0,1.05,1,1.33,201596.39
481,Busan,38.29,1997,,1.1,1,1.34,79948.63
1289,Seoul,61.55,2009,17.0,0.81,0,0.1,121845.79
1861,Daegu,57.82,1996,8.0,,1,0.17,94075.14
1566,Busan,102.51,2000,10.0,1.9,1,0.44,171441.29
784,Seoul,87.83,2016,4.0,0.97,1,0.3,164248.86
3431,Busan,63.16,2009,19.0,1.13,1,0.63,101717.28
1451,Busan,99.95,2017,14.0,,1,0.1,152347.14
2303,Busan,98.59,2017,20.0,1.93,0,2.03,142497.96
3230,Seoul,87.66,2023,3.0,1.06,1,1.3,167916.88
2491,Seoul,68.33,1985,7.0,1.87,1,0.61,138426.41
2195,Seoul,75.11,1994,29.0,1.63,0,0.35,127917.47
2003,Rural,55.14,2008,28.0,1.99,1,1.06,82311.67
2427,Seoul,57.05,2008,19.0,0.88,1,,109471.68
2316,Seoul,105.93,2002,25.0,1.52,1,3.45,166569.93
3136,Busan,107.04,2010,16.0,1.87,1,0.4,151319.44
1804,Seoul,65.73,1990,28.0,1.27,1,0.3,119257.88
1559,Daegu,79.5,2000,21.0,0.8,1,3.48,126835.46
1128,Busan,101.24,1996,21.0,0.93,1,1.13,159930.26
627,Busan,101.54,2020,17.0,1.82,1,,147946.32
348,Seoul,33.25,2004,28.0,1.4,1,1.12,81033.15
2242,Seoul,71.75,1981,1.0,0.57,1,1.53,120134.73
2985,Busan,70.4,2015,7.0,1.19,1,,110269.67
980,Busan,93.03,1981,9.0,1.08,1,1.2,135771.77
3017,Daegu,80.73,1995,26.0,1.07,1,0.49,112515.58
1514,Seoul,77.47,1994,,1.04,1,0.16,148721.57
912,Seoul,100.5,1997,11.0,0.85,1,0.18,152169.64
2197,Busan,78.71,1987,4.0,0.9,1,3.71,119026.67
633,Busan,129.31,2011,7.0,1.54,1,0.37,204588.89
2674,Seoul,64.68,2020,28.0,0.98,1,2.53,117691.52
446,Rural,,1985,10.0,,1,1.62,145117.07
618,Seoul,61.79,1983,6.0,1.56,0,0.57,116636.56
3086,Daegu,55.14,2017,9.0,1.9,1,2.78,88324.98
1476,Daegu,71.32,2017,9.0,0.66,1,0.16,110436.12
2054,Rural,73.81,2000,11.0,1.63,1,0.8,108123.34
2383,Rural,102.7,1980,6.0,1.84,0,0.45,117290.83
3369,Seoul,87.55,2013,25.0,1.85,1,1.42,151015.65
2111,Seoul,48.89,2000,25.0,1.16,0,0.41,90939.64
1724,Seoul,40.13,1992,2.0,0.7,1,2.99,90910.4
354,Seoul,86.29,1995,27.0,1.06,1,0.31,136053.58
1233,Seoul,30.0,1997,8.0,0.58,1,0.74,78028.94
614,Seoul,54.4,2002,9.0,1.37,1,2.25,104770.29
2019,Seoul,86.98,2000,26.0,1.99,1,2.85,152725.9
1339,Seoul,42.49,1985,29.0,,1,1.18,95523.0
2058,Busan,73.01,2010,15.0,0.58,1,1.79,126770.18
1847,Seoul,97.16,2012,18.0,0.85,1,,176259.2
2224,Seoul,120.89,1989,21.0,1.79,1,2.76,170318.1
58,Seoul,31.81,1987,6.0,1.5,1,0.6,82529.4
3450,Seoul,83.15,2008,17.0,1.61,1,4.59,136793.54
2029,Seoul,73.36,1996,16.0,1.27,1,0.67,131165.21
2568,Seoul,36.33,2011,17.0,0.9,1,0.85,84905.94
2922,Daegu,81.2,1993,19.0,1.59,1,,117833.86
2424,Busan,31.12,1990,25.0,1.65,1,0.79,67591.03
2507,Rural,46.6,2016,15.0,,1,0.81,82309.38
2604,Seoul,42.56,2001,27.0,1.65,1,1.0,107417.98
3287,Seoul,46.37,2010,,1.04,1,,106879.86
2290,Seoul,,1983,11.0,0.97,1,0.46,158303.08
1422,Busan,65.38,1993,2.0,,1,3.27,97210.56
561,Daegu,41.28,2001,12.0,1.82,1,2.22,78866.34
708,Daegu,74.53,2003,4.0,1.15,1,5.43,115060.68
2255,Rural,30.0,1988,13.0,0.76,1,0.22,53145.62
425,Seoul,50.08,1993,16.0,1.14,0,0.84,88942.44
1094,Busan,76.22,1991,3.0,,1,1.84,110703.53
648,Daegu,131.17,2011,29.0,1.79,1,0.11,183158.3
73,Seoul,73.92,1983,23.0,1.81,1,0.31,142823.53
2178,Busan,45.0,2019,2.0,0.71,0,1.64,71912.71
1468,Busan,80.21,2002,27.0,0.57,1,0.17,120886.9
1341,Seoul,113.78,2002,11.0,1.73,1,0.1,169177.37
1006,Daegu,112.59,2018,2.0,0.51,1,2.68,166022.61
621,Seoul,85.31,2002,20.0,1.66,1,,153547.74
1941,Seoul,,2021,,1.89,1,0.5,158740.24
1656,Rural,31.26,1993,21.0,1.05,1,1.07,48044.83
554,Busan,90.41,2007,10.0,1.22,1,0.1,151476.92
2228,Busan,139.8,1985,18.0,1.44,1,1.87,211841.19
2654,Seoul,96.11,2019,17.0,1.77,1,2.42,149620.01
3192,Rural,100.24,1999,20.0,1.45,1,8.0,121232.89
1926,Seoul,56.25,2001,1.0,1.91,1,0.47,122529.89
999,Rural,88.05,1996,26.0,0.51,1,2.41,126494.92
1689,Busan,67.63,1996,22.0,1.64,1,0.6,105083.35
1981,Seoul,80.04,2002,6.0,0.51,1,4.53,119763.41
1607,Seoul,63.19,1989,20.0,1.0,1,0.2,112811.29
3204,Rural,83.15,1990,16.0,0.91,1,6.1,104817.28
3481,Seoul,113.31,1984,4.0,0.93,1,1.07,167455.84
2753,Seoul,,2006,18.0,1.03,1,0.79,180045.69
