고객ID,연도,월,카테고리,구매건수,구매금액
CUST053,2022,6,도서,2,69622.41559032662
CUST053,2022,7,가구,2,65393.06175438803
CUST053,2022,8,도서,2,60726.46487514899
CUST053,2022,9,가전,1,87160.40784415169
CUST053,2022,10,도서,2,84507.27955286979
CUST053,2022,11,의류,3,28569.75386322935
CUST053,2022,12,의류,2,36676.16221334954
CUST053,2023,1,도서,4,84791.39207769721
CUST053,2023,2,가구,1,17795.85422968032
CUST053,2023,3,식품,1,48736.45400410122
CUST053,2023,4,도서,3,52933.76553991907
CUST053,2023,5,가구,2,31478.46264626662
CUST053,2023,6,가전,1,17335.651960521634
CUST053,2023,7,의류,2,17871.640535936225
CUST053,2023,8,가전,1,64345.42150327038
CUST053,2023,9,식품,3,59466.08855963725
CUST053,2023,10,식품,4,46661.27767187292
CUST053,2023,11,식품,3,
CUST053,2023,12,식품,2,36354.291733520775
CUST054,2022,1,의류,1,33949.79451760738
CUST054,2022,2,의류,4,68241.3742520976
CUST054,2022,3,의류,1,73037.52285172316
CUST054,2022,4,가전,0,23259.411920408016
CUST054,2022,5,가구,2,61767.99345653884
CUST054,2022,6,도서,4,
CUST054,2022,7,도서,1,56968.282965564445
CUST054,2022,8,의류,3,36503.05089574594
CUST054,2022,9,가구,5,11408.353319313872
CUST054,2022,10,가전,3,49409.91210179031
CUST054,2022,11,가구,3,47487.89705607231
CUST054,2022,12,도서,1,36450.484669214115
CUST054,2023,1,가전,2,
CUST054,2023,2,도서,2,98358.09478986799
CUST054,2023,3,도서,2,60479.64119190967
CUST054,2023,4,가전,3,
CUST054,2023,5,가전,3,41197.13285662756
CUST054,2023,6,가구,3,64892.31984915052
CUST054,2023,7,의류,4,44336.14247190881
CUST054,2023,8,가전,0,53656.983716808914
CUST054,2023,9,의류,1,30356.95586970782
CUST054,2023,10,가전,2,34179.381416629185
CUST054,2023,11,가전,1,74603.94462407276
CUST054,2023,12,도서,1,69282.27996753938
CUST055,2022,1,도서,2,50562.55979265055
CUST055,2022,2,가구,4,35741.47752875986
CUST055,2022,3,가전,2,63910.27310824938
CUST055,2022,4,식품,2,46641.66574852519
CUST055,2022,5,가구,2,35372.71600785279
CUST055,2022,6,도서,5,59259.93019467714
CUST055,2022,7,가구,5,59331.01437012903
CUST055,2022,8,가전,2,42313.100525766546
CUST055,2022,9,의류,2,54655.26796786521
CUST055,2022,10,식품,2,38682.357253062684
CUST055,2022,11,도서,0,54569.36389120058
CUST055,2022,12,도서,2,47990.81717423435
CUST055,2023,1,식품,2,51614.19603908532
CUST055,2023,2,가전,1,47107.2810187512
CUST055,2023,3,도서,5,
CUST055,2023,4,의류,0,34455.357955582556
CUST055,2023,5,도서,2,48523.8301615589
CUST055,2023,6,가전,2,73636.60480925183
CUST055,2023,7,식품,1,
CUST055,2023,8,의류,2,62352.93622842418
CUST055,2023,9,의류,0,49196.67143809386
CUST055,2023,10,가구,0,49383.98915352946
CUST055,2023,11,도서,1,65614.96035373234
CUST055,2023,12,의류,2,59103.34629765099
CUST056,2022,1,도서,2,58910.08227974099
CUST056,2022,2,가구,1,42460.60440766366
CUST056,2022,3,의류,1,69147.07604151315
CUST056,2022,4,가전,1,
CUST056,2022,5,가구,1,78077.51768774218
CUST056,2022,6,식품,0,22617.63011516829
CUST056,2022,7,가전,1,72580.47761265194
CUST056,2022,8,가구,2,46034.238947136706
CUST056,2022,9,가전,1,52080.75061891803
CUST056,2022,10,가전,0,42166.11666911265
CUST056,2022,11,도서,2,
CUST056,2022,12,도서,2,52890.46555725312
CUST056,2023,1,가구,3,7132.023448981403
CUST056,2023,2,의류,1,47333.466658082056
CUST056,2023,3,가전,2,49208.15035547383
CUST056,2023,4,도서,2,60234.527278364534
CUST056,2023,5,식품,3,43655.57453106416
CUST056,2023,6,도서,4,66790.70161135032
CUST056,2023,7,가구,0,35732.37992043295
CUST056,2023,8,도서,1,58191.91597102377
CUST056,2023,9,가구,2,60116.442566911704
CUST056,2023,10,의류,1,71122.27784384604
CUST056,2023,11,식품,1,51021.26051459824
CUST056,2023,12,식품,0,73190.36387004342
CUST057,2022,1,의류,6,56652.225879558755
CUST057,2022,2,식품,5,43849.634796655344
CUST057,2022,3,식품,5,46490.28167744256
CUST057,2022,4,가구,1,46239.94989840275
CUST057,2022,5,가전,1,76382.24481953194
CUST057,2022,6,도서,1,37998.74255619633
CUST057,2022,7,가전,3,61678.64597797534
CUST057,2022,8,도서,0,47629.595852621016
CUST057,2022,9,가전,0,54034.803641302286
CUST057,2022,10,식품,2,51710.61921007157
CUST057,2022,11,식품,1,58992.613181121196
CUST057,2022,12,도서,5,56906.69058971739
CUST057,2023,1,가전,2,69872.90775917318
CUST057,2023,2,식품,2,51199.34191759382
CUST057,2023,3,가전,0,23366.23450142342
CUST057,2023,4,도서,6,
CUST057,2023,5,가전,4,65261.73816928725
CUST057,2023,6,가구,2,76546.34008064686
CUST057,2023,7,의류,4,28541.792053802397
CUST057,2023,8,식품,2,46786.81381284681
CUST057,2023,9,가구,3,
CUST057,2023,10,가구,1,53322.778161825765
CUST057,2023,11,가전,1,50571.138140241914
CUST057,2023,12,가전,0,36231.42303299697
CUST058,2022,1,의류,2,53114.89688646316
CUST058,2022,2,가전,2,27709.00406242163
CUST058,2022,3,도서,1,37004.882087615406
CUST058,2022,4,식품,1,52815.780364019105
CUST058,2022,5,의류,3,60653.834353688995
CUST058,2022,6,의류,2,12673.642465108569
CUST058,2022,7,의류,3,45601.02363681709
CUST058,2022,8,가전,3,53724.41526795258
CUST058,2022,9,가구,2,68419.14953223764
CUST058,2022,10,가구,2,43879.29244389049
CUST058,2022,11,식품,1,64489.44149066767
CUST058,2022,12,의류,0,44490.171659478074
CUST058,2023,1,도서,2,63071.80905977327
CUST058,2023,2,가전,1,33876.305220117785
CUST058,2023,3,식품,0,62601.49022663431
CUST058,2023,4,가구,2,60565.51272331082
CUST058,2023,5,식품,2,
CUST058,2023,6,가전,1,36767.97945345728
CUST058,2023,7,가구,3,60024.69782828085
CUST058,2023,8,의류,1,30073.609063327713
CUST058,2023,9,가구,1,63987.203326290684
CUST058,2023,10,식품,3,52272.68029151495
CUST058,2023,11,의류,2,49214.30413173789
CUST058,2023,12,도서,5,49102.69612435158
CUST059,2022,1,가전,2,9621.905438590773
CUST059,2022,2,가구,1,72633.3315606644
CUST059,2022,3,가전,1,30072.141688910222
CUST059,2022,4,가구,1,30272.188249795494
CUST059,2022,5,식품,1,82167.6368893266
CUST059,2022,6,가전,2,58951.49212478811
CUST059,2022,7,가구,1,38503.31456403074
CUST059,2022,8,의류,2,46252.884708325364
CUST059,2022,9,식품,3,39337.20160388645
CUST059,2022,10,가전,1,60043.03082616972
CUST059,2022,11,식품,2,86006.81266162658
CUST059,2022,12,식품,1,
CUST059,2023,1,가구,1,38847.96811671268
CUST059,2023,2,도서,2,
CUST059,2023,3,가구,1,56946.93971501359
CUST059,2023,4,가구,3,14530.140085221268
CUST059,2023,5,의류,1,65534.22957137206
CUST059,2023,6,가전,2,66678.69520678626
CUST059,2023,7,식품,2,31444.14747438205
CUST059,2023,8,식품,1,22636.27760034638
CUST059,2023,9,가구,1,54923.71561733187
CUST059,2023,10,식품,1,49461.826233368
CUST059,2023,11,식품,1,16507.970859984714
CUST059,2023,12,식품,3,53071.09984433827
CUST060,2022,1,가전,3,68285.47306081856
CUST060,2022,2,가구,2,41784.8841414655
CUST060,2022,3,식품,1,70204.44792367627
CUST060,2022,4,식품,2,41797.843992694296
CUST060,2022,5,식품,3,49702.353584093136
CUST060,2022,6,식품,2,39520.93683843845
CUST060,2022,7,식품,0,46444.50576784238
CUST060,2022,8,의류,1,78219.54108977244
CUST060,2022,9,식품,1,75528.4808667579
CUST060,2022,10,가구,1,54304.550580956944
CUST060,2022,11,가구,2,55768.05323354639
CUST060,2022,12,식품,3,18709.89769466141
CUST060,2023,1,가전,1,40663.87937824183
CUST060,2023,2,식품,4,22538.364656142207
CUST060,2023,3,도서,1,22758.829846714998
CUST060,2023,4,식품,2,84768.80670730564
CUST060,2023,5,식품,2,
CUST060,2023,6,가구,3,33863.77735460938
CUST060,2023,7,도서,1,46173.894322172055
CUST060,2023,8,의류,3,42872.4375067568
CUST060,2023,9,가구,2,
CUST060,2023,10,도서,2,47626.96969608166
CUST060,2023,11,식품,5,
CUST060,2023,12,가전,1,78715.20932296886
CUST061,2022,1,식품,3,54282.65218327584
CUST061,2022,2,도서,5,65017.61868603156
CUST061,2022,3,식품,2,88823.54989088228
CUST061,2022,4,의류,0,50474.49980100831
CUST061,2022,5,도서,2,51887.963695227874
CUST061,2022,6,도서,2,45313.49824604736
CUST061,2022,7,도서,3,39984.93146012038
CUST061,2022,8,가구,3,77713.92661646365
CUST061,2022,9,가전,1,7807.981850840966
CUST061,2022,10,도서,1,40251.21974710365
CUST061,2022,11,의류,4,54245.17679928515
CUST061,2022,12,도서,1,54078.05439359881
CUST061,2023,1,가구,6,69287.94090449932
CUST061,2023,2,도서,1,57691.06880925392
CUST061,2023,3,도서,1,46896.31904928351
CUST061,2023,4,식품,2,79611.22156965331
CUST061,2023,5,도서,1,50004.94126305946
CUST061,2023,6,식품,2,72661.00916438262
CUST061,2023,7,가전,2,38486.027869999
CUST061,2023,8,도서,3,65677.1367788696
CUST061,2023,9,가구,1,28442.051129160922
CUST061,2023,10,가전,0,84597.89909005105
CUST061,2023,11,의류,2,50401.4998706766
CUST061,2023,12,의류,0,78306.81818835622
CUST062,2022,1,도서,4,54467.63498811641
CUST062,2022,2,도서,4,32569.06572137652
CUST062,2022,3,가전,4,63082.54630742049
CUST062,2022,4,식품,2,52678.96022098219
CUST062,2022,5,가구,0,26889.782947332427
CUST062,2022,6,도서,3,57675.10242448618
CUST062,2022,7,의류,4,42990.661582772875
CUST062,2022,8,의류,1,58630.29956418155
CUST062,2022,9,가구,3,50006.80695115329
CUST062,2022,10,가전,1,54297.68116737024
CUST062,2022,11,도서,4,45217.05261545481
CUST062,2022,12,가구,3,48113.87621462332
CUST062,2023,1,도서,2,73770.03158914944
CUST062,2023,2,도서,6,81515.69815289321
CUST062,2023,3,식품,5,33734.024528839625
CUST062,2023,4,가구,2,27037.053449726667
CUST062,2023,5,의류,2,71820.66436388438
CUST062,2023,6,의류,3,
CUST062,2023,7,식품,0,
CUST062,2023,8,가전,1,48357.59320768793
CUST062,2023,9,의류,4,50100.92709565537
CUST062,2023,10,식품,1,73549.81272891014
CUST062,2023,11,가전,2,61399.24810743923
CUST062,2023,12,식품,2,96296.233805495
CUST063,2022,1,가전,3,52087.999465088214
CUST063,2022,2,의류,0,40050.25375935745
CUST063,2022,3,가전,1,60840.93355696938
CUST063,2022,4,식품,0,27125.17157190948
CUST063,2022,5,가구,1,
CUST063,2022,6,식품,2,55625.28778035876
CUST063,2022,7,의류,0,60819.742184259194
CUST063,2022,8,의류,1,78479.75369045943
CUST063,2022,9,가구,3,42406.01198878011
CUST063,2022,10,가전,1,
CUST063,2022,11,가전,1,7668.486003503538
CUST063,2022,12,가전,3,
CUST063,2023,1,식품,3,35874.471254978416
CUST063,2023,2,의류,5,
CUST063,2023,3,도서,2,77033.36156747738
CUST063,2023,4,가전,3,24452.525192732333
CUST063,2023,5,의류,4,89096.41927046179
CUST063,2023,6,도서,1,26576.686465321618
CUST063,2023,7,도서,0,55145.58589583444
CUST063,2023,8,가전,3,36905.549572921955
CUST063,2023,9,가구,2,37569.131811695195
CUST063,2023,10,가구,2,64902.54672426008
CUST063,2023,11,도서,2,62270.91968970596
CUST063,2023,12,가전,2,58756.84950194114
CUST064,2022,1,도서,1,91906.92845842693
CUST064,2022,2,가구,2,
CUST064,2022,3,도서,3,102176.54696203205
CUST064,2022,4,가전,1,29054.55556077341
CUST064,2022,5,가구,2,80153.0498574001
CUST064,2022,6,가구,2,45474.490523569664
CUST064,2022,7,의류,3,
CUST064,2022,8,도서,2,20071.37245163852
CUST064,2022,9,가구,5,31441.388203742146
CUST064,2022,10,의류,1,11712.082721538958
CUST064,2022,11,가구,5,37749.06443113211
CUST064,2022,12,가전,1,50661.55799084913
CUST064,2023,1,가전,2,41643.751701575224
CUST064,2023,2,식품,3,36851.06686945532
CUST064,2023,3,가구,2,42057.80904433185
CUST064,2023,4,식품,2,31801.1996225603
CUST064,2023,5,가전,3,59466.512232931556
CUST064,2023,6,도서,1,30681.057017006562
CUST064,2023,7,도서,2,88778.70083327567
CUST064,2023,8,가전,0,54745.995598215704
CUST064,2023,9,의류,3,44410.101136752986
CUST064,2023,10,식품,2,14996.968474003792
CUST064,2023,11,의류,3,41920.722841017014
CUST064,2023,12,식품,2,58839.89464216484
CUST065,2022,1,도서,0,41458.55483362345
CUST065,2022,2,가구,3,36323.44620775606
CUST065,2022,3,식품,0,74234.93723105901
CUST065,2022,4,식품,0,65629.16557285485
CUST065,2022,5,의류,1,44181.456222254805
CUST065,2022,6,도서,4,47515.68294244242
CUST065,2022,7,식품,4,4411.413327232418
CUST065,2022,8,도서,4,44430.89999635583
CUST065,2022,9,가구,1,62158.88913688697
CUST065,2022,10,가전,6,57668.38531852301
CUST065,2022,11,도서,3,55583.85066284155
CUST065,2022,12,의류,1,51955.62429927101
CUST065,2023,1,도서,1,84117.3367699409
CUST065,2023,2,가전,1,23021.191778868357
CUST065,2023,3,식품,2,61861.156313208645
CUST065,2023,4,의류,0,61094.809821647665
CUST065,2023,5,도서,2,51056.29507226298
CUST065,2023,6,의류,2,67772.60219901217
CUST065,2023,7,가구,1,59600.29058924123
CUST065,2023,8,식품,3,53136.84775146971
CUST065,2023,9,가구,2,100683.2693004294
CUST065,2023,10,식품,3,68533.49533445021
CUST065,2023,11,가구,2,6807.818994878944
CUST065,2023,12,의류,1,91669.39735323607
CUST066,2022,1,가전,0,
CUST066,2022,2,가구,1,74518.29344508238
CUST066,2022,3,의류,1,44046.801181290735
CUST066,2022,4,식품,4,45511.30200213724
CUST066,2022,5,가전,0,51809.72442993094
CUST066,2022,6,가구,0,90977.25926672207
CUST066,2022,7,가구,3,32235.077244089927
CUST066,2022,8,의류,2,73820.52593147784
CUST066,2022,9,가구,2,
CUST066,2022,10,도서,3,76262.40684810826
CUST066,2022,11,식품,4,45954.378861441866
CUST066,2022,12,가구,2,55014.35883241143
CUST066,2023,1,식품,1,66573.91887693062
CUST066,2023,2,식품,0,54860.02000010002
CUST066,2023,3,도서,0,
CUST066,2023,4,의류,2,72311.54133047687
CUST066,2023,5,식품,3,17453.624124208043
CUST066,2023,6,가구,2,38153.145832110524
CUST066,2023,7,가전,3,71959.22297731412
CUST066,2023,8,가구,4,77280.56315359937
CUST066,2023,9,식품,2,39619.700765613394
CUST066,2023,10,의류,3,26114.67655498408
CUST066,2023,11,도서,5,50703.663589587195
CUST066,2023,12,가전,6,41150.3967135589
CUST067,2022,1,가전,1,73394.54105775632
CUST067,2022,2,가전,4,34938.84243833808
CUST067,2022,3,도서,3,48049.93929890074
CUST067,2022,4,도서,0,28182.63953024597
CUST067,2022,5,가전,1,56862.68859003183
CUST067,2022,6,식품,2,31618.614590405527
CUST067,2022,7,가전,3,92876.83928130203
CUST067,2022,8,도서,0,41445.370217048374
CUST067,2022,9,식품,2,58200.89624838492
CUST067,2022,10,가전,2,
CUST067,2022,11,도서,3,60070.61775371989
CUST067,2022,12,가구,2,43977.14846575187
CUST067,2023,1,가전,2,43319.91133832499
CUST067,2023,2,의류,3,58379.163235125416
CUST067,2023,3,의류,0,72116.84324300385
CUST067,2023,4,의류,1,40746.63535746231
CUST067,2023,5,가전,2,87632.27320874657
CUST067,2023,6,가전,1,27082.593431150828
CUST067,2023,7,식품,1,555.8099354053775
CUST067,2023,8,가구,0,58006.583662260186
CUST067,2023,9,식품,3,49713.71482857363
CUST067,2023,10,식품,0,56564.88586489868
CUST067,2023,11,식품,2,54266.31503526853
CUST067,2023,12,도서,3,37987.20213496314
CUST068,2022,1,의류,3,87120.18497039295
CUST068,2022,2,의류,3,18617.9467219689
CUST068,2022,3,의류,1,39536.88458614605
CUST068,2022,4,가전,4,
CUST068,2022,5,식품,1,62444.48386679112
CUST068,2022,6,식품,3,
CUST068,2022,7,가전,4,83718.28040232498
CUST068,2022,8,도서,3,60110.43951710702
CUST068,2022,9,도서,4,7065.848332610425
CUST068,2022,10,가구,3,44614.63810881525
CUST068,2022,11,가전,1,69922.17823308503
CUST068,2022,12,식품,1,40596.93557991655
CUST068,2023,1,가구,2,93231.02566719792
CUST068,2023,2,가구,1,53178.456880345606
CUST068,2023,3,가전,2,36895.02160342598
CUST068,2023,4,의류,2,80055.58294490095
CUST068,2023,5,가전,2,18696.938323042898
CUST068,2023,6,식품,1,
CUST068,2023,7,의류,2,60806.02118242804
CUST068,2023,8,가전,1,50669.88636342637
CUST068,2023,9,가전,2,50189.1166679004
CUST068,2023,10,의류,1,34095.688847112164
CUST068,2023,11,가구,1,60310.86728582279
CUST068,2023,12,식품,0,
CUST069,2022,1,도서,0,53291.15611759894
CUST069,2022,2,도서,2,36872.035689032935
CUST069,2022,3,의류,3,47862.28884098227
CUST069,2022,4,도서,2,49343.149373864406
CUST069,2022,5,가구,1,78653.72770480633
CUST069,2022,6,의류,0,89808.29322007681
CUST069,2022,7,도서,1,74791.0115990811
CUST069,2022,8,식품,2,61508.58110240108
CUST069,2022,9,가전,4,43490.896049575545
CUST069,2022,10,식품,4,54113.67756390035
CUST069,2022,11,식품,3,46588.62550385975
CUST069,2022,12,의류,4,59297.18948809135
CUST069,2023,1,의류,2,42233.275115623226
CUST069,2023,2,식품,4,63745.39199666509
CUST069,2023,3,도서,1,87063.02136352117
CUST069,2023,4,의류,2,30998.423221197452
CUST069,2023,5,의류,1,45012.66143227915
CUST069,2023,6,도서,2,
CUST069,2023,7,가전,1,60349.935653457884
CUST069,2023,8,가구,1,27254.403046473784
CUST069,2023,9,가전,7,79198.54829736358
CUST069,2023,10,의류,4,72107.89926515092
CUST069,2023,11,도서,0,18887.950653778844
CUST069,2023,12,도서,2,61914.64955233349
CUST070,2022,1,도서,3,63412.631449945926
CUST070,2022,2,가전,1,86592.9329324153
CUST070,2022,3,가전,4,48640.54029445671
CUST070,2022,4,가전,2,47646.458950353466
CUST070,2022,5,가전,2,59277.18157071715
CUST070,2022,6,가구,1,73581.33195309178
CUST070,2022,7,식품,2,53097.89846784693
CUST070,2022,8,가전,0,33233.755262297855
CUST070,2022,9,의류,2,39947.43569210131
CUST070,2022,10,의류,3,-5018.951361552128
CUST070,2022,11,가구,2,
CUST070,2022,12,가전,1,26447.615807195034
CUST070,2023,1,의류,3,56414.324823267976
CUST070,2023,2,식품,1,63107.09989647153
CUST070,2023,3,의류,2,12072.538776242807
CUST070,2023,4,도서,5,36313.51838566046
CUST070,2023,5,가구,4,51195.64530832044
CUST070,2023,6,식품,2,57480.29122525615
CUST070,2023,7,가전,3,
CUST070,2023,8,도서,2,62595.981384644874
CUST070,2023,9,가전,2,42610.194231157875
CUST070,2023,10,도서,1,35701.02941201927
CUST070,2023,11,의류,2,35487.31175675252
CUST070,2023,12,도서,2,60911.39330671951
CUST071,2022,1,도서,2,49558.42320179805
CUST071,2022,2,가구,3,71990.11240211446
CUST071,2022,3,식품,1,40925.14976974862
CUST071,2022,4,가구,1,60557.36833198044
CUST071,2022,5,의류,0,
CUST071,2022,6,가구,5,
CUST071,2022,7,식품,1,39661.90141660943
CUST071,2022,8,가전,1,
CUST071,2022,9,의류,0,55269.648071824755
CUST071,2022,10,가구,2,50649.238637257535
CUST071,2022,11,의류,3,65965.82475459072
CUST071,2022,12,도서,0,72890.95871336332
CUST071,2023,1,식품,1,86332.75425588388
CUST071,2023,2,가구,3,65824.06932396097
CUST071,2023,3,도서,4,48934.2072164482
CUST071,2023,4,의류,1,77001.95331744531
CUST071,2023,5,가구,1,49061.678754543515
CUST071,2023,6,가구,1,63225.58260977454
CUST071,2023,7,가전,0,51113.84378387577
CUST071,2023,8,식품,0,73166.11006183154
CUST071,2023,9,도서,0,89799.0977123031
CUST071,2023,10,식품,1,63398.34953630647
CUST071,2023,11,식품,0,50067.934682368235
CUST071,2023,12,의류,1,49754.91168473846
CUST072,2022,1,가구,1,7649.7653534556885
CUST072,2022,2,의류,1,64175.68947735475
CUST072,2022,3,도서,1,-3546.6958390424916
CUST072,2022,4,식품,0,80274.3543878337
CUST072,2022,5,식품,3,51580.89384912048
CUST072,2022,6,의류,4,58513.23343308985
CUST072,2022,7,가전,4,
CUST072,2022,8,가구,1,54537.47276256535
CUST072,2022,9,가전,1,21931.27543810342
CUST072,2022,10,식품,3,29031.219319238317
CUST072,2022,11,도서,3,21774.10336085669
CUST072,2022,12,가전,1,57399.95465039235
CUST072,2023,1,도서,1,-3895.5449663530817
CUST072,2023,2,가전,2,
CUST072,2023,3,식품,4,33916.08977190469
CUST072,2023,4,의류,0,54502.25061991455
CUST072,2023,5,가전,0,72975.03155723024
CUST072,2023,6,의류,3,72124.13085694358
CUST072,2023,7,도서,4,38941.18164267415
CUST072,2023,8,식품,2,50626.137705319794
CUST072,2023,9,가전,2,34687.98664583918
CUST072,2023,10,가구,0,37225.01707219659
CUST072,2023,11,의류,3,72656.50125506795
CUST072,2023,12,식품,0,101383.41868907132
CUST073,2022,1,식품,3,65296.578031550955
CUST073,2022,2,가구,2,44054.56804501164
CUST073,2022,3,식품,1,64971.091848064374
CUST073,2022,4,가구,1,15704.035847262443
CUST073,2022,5,식품,0,50795.957298570494
CUST073,2022,6,도서,0,46976.321026534104
CUST073,2022,7,식품,1,16987.757020122503
CUST073,2022,8,식품,5,59959.191164405886
CUST073,2022,9,가구,1,76111.63223299944
CUST073,2022,10,가구,1,13936.018399002067
CUST073,2022,11,의류,3,56218.22841738575
CUST073,2022,12,가구,3,
CUST073,2023,1,가전,2,19913.41074063677
CUST073,2023,2,의류,3,37903.560154356455
CUST073,2023,3,가구,1,57254.90692104786
CUST073,2023,4,도서,2,68248.44854981531
CUST073,2023,5,가구,3,30310.786893346492
CUST073,2023,6,식품,2,52482.72076367204
CUST073,2023,7,도서,2,68085.64799000882
CUST073,2023,8,가전,3,40370.080448029665
CUST073,2023,9,의류,3,24020.438334090777
CUST073,2023,10,도서,4,56997.04714749441
CUST073,2023,11,도서,1,55799.29355617046
CUST073,2023,12,의류,2,55602.353922195995
CUST074,2022,1,식품,3,84730.24311804316
CUST074,2022,2,식품,4,71657.49411320532
CUST074,2022,3,가구,2,50415.6913733336
CUST074,2022,4,도서,2,57733.10829338872
CUST074,2022,5,가전,1,53197.78598939006
CUST074,2022,6,의류,1,86305.92555103493
CUST074,2022,7,의류,5,47435.30358188158
CUST074,2022,8,식품,1,69221.29108480633
CUST074,2022,9,가전,3,49469.936820226954
CUST074,2022,10,가전,1,51150.977313417265
CUST074,2022,11,식품,2,21524.751463058434
CUST074,2022,12,도서,1,21710.415780485047
CUST074,2023,1,가구,0,27215.732869174466
CUST074,2023,2,의류,2,26556.40791654507
CUST074,2023,3,가전,2,32177.04191234903
CUST074,2023,4,의류,2,80700.42286100447
CUST074,2023,5,의류,1,49546.21611916754
CUST074,2023,6,가전,1,17046.31135460492
CUST074,2023,7,가전,2,33499.82338327747
CUST074,2023,8,식품,4,66794.35516192854
CUST074,2023,9,식품,0,
CUST074,2023,10,식품,1,58520.00916136641
CUST074,2023,11,식품,3,-1540.3545710708495
CUST074,2023,12,가구,3,63733.169190033026
CUST075,2022,1,의류,1,59999.5197807395
CUST075,2022,2,가구,3,36884.736791120915
CUST075,2022,3,도서,3,38095.9364491012
CUST075,2022,4,식품,2,59005.24866009961
CUST075,2022,5,의류,2,65178.30727246822
CUST075,2022,6,가전,0,34988.39998981842
CUST075,2022,7,가전,0,59147.219827370776
CUST075,2022,8,의류,1,31279.43067552014
CUST075,2022,9,의류,3,44781.626941147755
CUST075,2022,10,가전,3,54293.382054640446
CUST075,2022,11,가전,0,
CUST075,2022,12,식품,5,77171.95505091398
CUST075,2023,1,가전,2,73900.04113413393
CUST075,2023,2,가구,1,60797.87653750322
CUST075,2023,3,식품,0,55950.76071896446
CUST075,2023,4,가전,2,6127.764306949241
CUST075,2023,5,가전,3,64162.175413418314
CUST075,2023,6,의류,1,57795.04653939085
CUST075,2023,7,가전,1,55432.836931798745
CUST075,2023,8,도서,4,47048.088544782724
CUST075,2023,9,식품,2,54640.465189370065
CUST075,2023,10,가전,5,
CUST075,2023,11,가구,3,17344.280322114937
CUST075,2023,12,가구,2,
CUST076,2022,1,도서,3,40720.611150018834
CUST076,2022,2,가전,2,
CUST076,2022,3,도서,2,44025.66999170801
CUST076,2022,4,가구,2,40304.62254050661
CUST076,2022,5,도서,2,45080.3696669389
CUST076,2022,6,식품,0,51517.46921918321
CUST076,2022,7,가구,0,8671.462458849543
CUST076,2022,8,도서,0,16827.926217251683
CUST076,2022,9,가전,1,
CUST076,2022,10,가구,2,54322.847146076034
CUST076,2022,11,가전,2,54105.8649079532
CUST076,2022,12,가전,1,35345.37063817722
CUST076,2023,1,가전,1,71607.08569555465
CUST076,2023,2,의류,2,70287.61399785905
CUST076,2023,3,가전,1,52402.69027248773
CUST076,2023,4,식품,0,14129.87013197528
CUST076,2023,5,도서,3,27473.630040312935
CUST076,2023,6,의류,0,80017.73497852356
CUST076,2023,7,의류,1,
CUST076,2023,8,가구,2,43339.97743615606
CUST076,2023,9,가전,2,36690.59369721879
CUST076,2023,10,가구,4,71067.71669713887
CUST076,2023,11,의류,2,
CUST076,2023,12,의류,3,53030.38597991586
CUST077,2022,1,의류,4,
CUST077,2022,2,가전,2,14444.655126511796
CUST077,2022,3,가전,1,51577.76122825738
CUST077,2022,4,도서,1,62187.49581301077
CUST077,2022,5,도서,1,
CUST077,2022,6,도서,5,-2114.0172317020406
CUST077,2022,7,식품,3,20359.13055105202
CUST077,2022,8,가구,2,55113.91360810904
CUST077,2022,9,가구,3,54152.06027773202
CUST077,2022,10,의류,2,9522.455323719958
CUST077,2022,11,의류,1,
CUST077,2022,12,도서,3,40692.93414834386
CUST077,2023,1,가구,1,63849.18100346744
CUST077,2023,2,식품,0,59773.631304853545
CUST077,2023,3,도서,1,46542.279298987145
CUST077,2023,4,가구,0,58877.09369699957
CUST077,2023,5,가구,1,116015.7981416677
CUST077,2023,6,도서,2,68622.08514200724
CUST077,2023,7,의류,2,67490.68601628378
CUST077,2023,8,식품,0,59564.762475461044
CUST077,2023,9,가전,1,71009.43968237533
CUST077,2023,10,가구,2,
CUST077,2023,11,도서,1,23240.775796004484
CUST077,2023,12,의류,2,25884.78467278749
CUST078,2022,1,식품,1,5486.962215521824
CUST078,2022,2,식품,0,82189.73276196283
CUST078,2022,3,의류,3,67949.52610640741
CUST078,2022,4,식품,4,
CUST078,2022,5,가구,1,43692.878230014
CUST078,2022,6,식품,3,-103.63975019710051
CUST078,2022,7,의류,1,46771.4633077064
CUST078,2022,8,도서,0,69539.337133804
CUST078,2022,9,도서,2,50859.620886579774
CUST078,2022,10,가전,0,44883.22850684382
CUST078,2022,11,의류,4,39050.19252982557
CUST078,2022,12,도서,2,46040.078974022865
CUST078,2023,1,도서,2,60521.63990230599
CUST078,2023,2,가전,3,75565.86680962221
CUST078,2023,3,식품,0,36655.06768410874
CUST078,2023,4,의류,4,
CUST078,2023,5,가구,1,64856.50970910989
CUST078,2023,6,가구,2,57334.91466453396
CUST078,2023,7,도서,4,26635.894915263292
CUST078,2023,8,가구,1,36930.44242899471
CUST078,2023,9,가전,3,81602.84132987853
CUST078,2023,10,가전,2,62241.4328781027
CUST078,2023,11,의류,0,32786.53315428303
CUST078,2023,12,도서,2,34691.235019279906
CUST079,2022,1,도서,2,50608.44746487765
CUST079,2022,2,가구,0,66971.22420855341
CUST079,2022,3,가전,1,46372.060175111634
CUST079,2022,4,가전,4,32185.809150615903
CUST079,2022,5,의류,1,
