연도,월,고객ID,카테고리,성별,나이,주문금액,구매수량,리뷰점수,반품여부
2020,6,CUST0134,Clothing,F,48,105087.0,4,4.7434959316362075,0
2020,7,CUST0025,Books,M,36,116365.0,3,4.827674206002672,0
2020,8,CUST0156,Clothing,M,29,82824.0,5,4.4766621188522935,0
2020,5,CUST0181,Clothing,F,31,41112.0,3,4.56511677828702,0
2021,3,CUST0155,Home,M,54,90045.0,5,4.617112135738083,0
2021,9,CUST0107,Clothing,F,58,65995.0,3,5.0,1
2022,5,CUST0248,Home,F,56,144371.0,5,4.591482734841288,0
2021,5,CUST0250,Toys,M,60,113937.0,3,4.441627293504199,0
2022,12,CUST0128,Toys,F,26,83432.0,2,4.872760963302858,0
2023,1,CUST0164,Electronics,F,44,69478.0,3,3.2424669965021593,0
2022,9,CUST0112,Toys,F,51,148068.0,5,4.529942076899059,0
2022,9,CUST0266,Clothing,M,56,78069.0,5,5.0,0
2021,6,CUST0295,Books,F,21,,2,4.729840434660965,0
2021,5,CUST0037,Clothing,F,35,118823.0,3,3.738527575029229,0
2020,5,CUST0159,Home,F,66,110936.0,0,3.8846934426687665,0
2022,2,CUST0242,Clothing,F,66,134082.0,2,4.683783362567398,0
2021,12,CUST0189,Electronics,F,29,44757.0,6,3.6220899209055606,0
2023,1,CUST0298,Toys,M,38,66670.0,7,3.502563901208058,0
2021,4,CUST0102,Electronics,M,29,58273.0,4,5.0,0
2023,2,CUST0157,Home,F,30,116822.0,5,2.7272241713478373,0
2021,12,CUST0017,Electronics,F,21,80149.0,1,4.289682247695938,0
2021,11,CUST0197,Clothing,F,50,48719.0,4,4.472382032559172,0
2020,6,CUST0267,Home,M,22,61907.0,4,5.0,0
2022,2,CUST0104,Toys,M,40,95197.0,0,2.5559884119495777,0
2021,2,CUST0150,Electronics,F,21,116296.0,2,2.666481128899709,0
2023,8,CUST0010,Books,M,57,95979.0,5,3.157336976750505,0
2023,12,CUST0294,Home,F,28,156183.0,1,4.378100331052179,0
2020,1,CUST0181,Home,M,26,151149.0,2,3.336217245974133,0
2021,12,CUST0129,Home,F,35,28842.0,6,3.4338028453745344,0
2021,12,CUST0092,Home,M,53,69296.0,4,3.6004520305390018,0
2020,11,CUST0053,Electronics,F,39,30564.0,1,4.238762167787371,0
2023,10,CUST0180,Electronics,F,18,92064.0,2,4.607756457757952,0
2021,9,CUST0220,Clothing,M,36,126860.0,0,3.7072950342498627,0
2022,7,CUST0265,Home,M,25,129351.0,6,4.375687867011603,0
2023,4,CUST0232,Home,M,42,74678.0,2,3.3478138912922133,0
2023,5,CUST0090,Electronics,F,28,148119.0,3,4.753061692499877,0
2021,3,CUST0120,Home,M,62,102832.0,7,3.8726039576279736,0
2020,9,CUST0279,Home,F,20,127880.0,4,3.582164004292383,0
2023,11,CUST0047,Clothing,F,30,97012.0,2,2.583767349890067,0
2020,11,CUST0022,Electronics,F,34,44176.0,2,4.791351384414265,0
2022,10,CUST0200,Home,F,21,115880.0,5,3.9228482013541393,0
2020,4,CUST0175,Home,F,51,112149.0,1,4.170648529303823,1
2020,5,CUST0068,Toys,F,18,74774.0,2,3.565795806632691,0
2021,7,CUST0278,Clothing,M,21,142645.0,1,5.0,0
2022,5,CUST0164,Home,F,34,164609.0,2,4.3175277895761095,0
2023,7,CUST0231,Toys,M,62,69886.0,0,2.192161871606916,0
2020,5,CUST0286,Electronics,F,51,126016.0,4,5.0,1
2020,11,CUST0068,Toys,F,59,116239.0,4,3.1420619774898206,0
2020,6,CUST0011,Toys,F,67,167549.0,1,3.9849029675143064,0
2020,3,CUST0212,Books,F,53,71568.0,4,3.572442736477962,0
2022,2,CUST0146,Books,M,21,,0,3.700288389682295,0
2022,1,CUST0085,Toys,M,53,109802.0,4,4.782739008455209,0
2020,3,CUST0108,Home,M,36,88764.0,2,2.844813718660979,0
2021,8,CUST0195,Books,F,20,62674.0,1,3.1133373277887983,1
2020,7,CUST0088,Electronics,M,45,74826.0,3,4.77087665204548,0
2022,5,CUST0031,Home,M,51,157472.0,5,4.818329665145739,0
2021,2,CUST0016,Home,F,21,78729.0,5,4.727370826650767,0
2023,8,CUST0055,Toys,M,20,108008.0,0,3.758003259935872,0
2023,10,CUST0237,Home,M,42,57358.0,4,3.5288537009141523,0
2021,2,CUST0243,Books,F,46,179216.0,1,4.099102067714797,0
2021,1,CUST0235,Home,F,57,110715.0,4,4.357997866555827,1
2020,6,CUST0210,Toys,F,52,45030.0,5,4.067124701985734,0
2020,1,CUST0298,Toys,M,53,102320.0,3,3.232947136966912,0
2020,1,CUST0221,Clothing,F,18,107044.0,2,3.5972522206045783,0
2022,9,CUST0195,Clothing,M,36,114320.0,4,3.8230967819671844,0
2021,6,CUST0066,Home,F,30,127039.0,3,3.5001574601089587,0
2023,5,CUST0206,Electronics,M,37,148505.0,5,5.0,0
2022,11,CUST0039,Clothing,M,47,153142.0,4,3.618390407095988,0
2020,2,CUST0143,Books,M,18,131400.0,0,2.981714100339509,0
2020,10,CUST0265,Home,F,55,121318.0,3,5.0,0
2020,3,CUST0129,Electronics,M,46,90358.0,2,5.0,0
2022,4,CUST0148,Toys,M,44,,2,3.624933410448425,0
2022,4,CUST0247,Books,F,45,109685.0,3,5.0,0
2023,7,CUST0255,Books,F,35,,4,4.14770482661386,0
2020,3,CUST0046,Books,F,34,90149.0,5,5.0,0
2021,11,CUST0205,Home,F,34,63459.0,0,4.866453085552481,0
2022,6,CUST0156,Books,M,49,111721.0,1,2.985757441919529,0
2021,2,CUST0029,Electronics,F,24,65769.0,4,4.490576852956806,0
2023,2,CUST0272,Toys,F,49,109011.0,2,3.7220541626520776,1
2020,2,CUST0299,Clothing,F,40,204385.0,3,4.316282838660356,0
2021,1,CUST0057,Clothing,M,53,119440.0,2,4.77311836262245,0
2022,1,CUST0255,Toys,M,47,95707.0,2,4.023990813576904,0
2021,6,CUST0007,Toys,F,50,29668.0,3,4.850558845567872,1
2020,10,CUST0045,Home,F,33,171259.0,3,4.757965504959966,0
2021,3,CUST0164,Toys,M,46,108729.0,1,3.0405547337337056,0
2020,6,CUST0223,Clothing,F,66,72873.0,2,3.3687450833229016,0
2023,7,CUST0114,Books,F,28,86974.0,1,3.6489459534388,0
2020,10,CUST0214,Home,F,21,146689.0,5,4.782939006252739,0
2023,10,CUST0121,Clothing,M,48,71960.0,3,3.492903328820249,0
2022,5,CUST0198,Clothing,F,27,86891.0,3,4.57543004355493,1
2023,10,CUST0177,Electronics,M,68,101079.0,1,3.996836381578693,0
2021,10,CUST0136,Home,M,39,152650.0,4,2.8295801920908974,0
2021,6,CUST0018,Electronics,F,68,92725.0,3,3.890941403083222,1
2023,3,CUST0139,Toys,F,66,104046.0,6,3.0920004825347873,0
2023,3,CUST0269,Clothing,F,24,124631.0,9,1.698593355599395,0
2023,7,CUST0005,Clothing,F,47,65932.0,2,2.5917401614536733,0
2023,2,CUST0170,Clothing,F,33,207666.0,6,3.097430552034759,0
2023,10,CUST0220,Clothing,F,38,71776.0,2,2.7669742315229717,0
2022,11,CUST0266,Electronics,F,64,116979.0,4,3.4603475159918813,0
2023,1,CUST0036,Toys,M,68,82851.0,6,4.000958883653918,1
2020,6,CUST0116,Books,F,32,,4,3.6704720777867426,0
2021,4,CUST0023,Electronics,M,23,59935.0,3,4.264614182473895,0
2023,9,CUST0196,Home,M,38,37922.0,3,4.278035581746137,0
2020,9,CUST0139,Home,M,20,160588.0,3,4.512451936864746,0
2022,4,CUST0193,Home,F,59,,6,4.781552186293546,0
2020,1,CUST0067,Toys,F,52,77568.0,2,4.490535623336255,0
2020,6,CUST0223,Clothing,M,21,100310.0,1,4.12486887580913,0
2021,3,CUST0071,Books,M,33,39628.0,2,3.765335795269744,0
2021,7,CUST0074,Electronics,F,53,135089.0,2,2.842678918642483,0
2023,9,CUST0159,Clothing,M,36,118795.0,6,2.9179810889011777,0
2020,7,CUST0130,Books,F,45,157199.0,3,3.6003915434424885,0
2023,8,CUST0230,Books,F,40,119712.0,5,3.0569632720722724,1
2022,5,CUST0260,Toys,M,55,87366.0,1,2.659939676757058,0
2021,1,CUST0142,Books,F,34,90571.0,5,4.239228215139447,0
2022,8,CUST0133,Electronics,M,40,75712.0,4,3.9490016898715736,0
2023,11,CUST0265,Clothing,F,63,213494.0,3,4.861000454810649,0
2022,7,CUST0246,Clothing,M,21,40061.0,3,,0
2023,10,CUST0282,Books,M,60,108306.0,3,2.694072154322404,0
2023,9,CUST0168,Clothing,M,35,219436.0,3,5.0,0
2023,9,CUST0202,Clothing,F,35,89917.0,4,4.918062762433447,0
2021,2,CUST0097,Books,M,56,,7,3.9203917168423925,0
2020,12,CUST0025,Toys,M,21,234297.0,3,,0
2023,11,CUST0026,Books,M,21,148337.0,7,4.315419202153652,0
2022,3,CUST0150,Home,M,31,84383.0,1,4.621861439328937,0
2022,5,CUST0013,Home,M,24,82290.0,3,4.226310404637788,0
2020,6,CUST0026,Toys,F,52,65456.0,4,4.743762281117813,0
2021,1,CUST0134,Books,F,37,27659.0,4,3.8819811049748,0
2021,1,CUST0091,Electronics,F,58,114172.0,7,1.8198834185380788,0
2021,1,CUST0241,Electronics,F,30,199295.0,2,3.3831096195291597,0
2022,6,CUST0170,Books,F,24,78635.0,2,5.0,0
2023,11,CUST0002,Clothing,M,64,100339.0,1,2.9291101687650123,0
2023,9,CUST0240,Books,F,28,127224.0,2,3.215049260428538,0
2021,10,CUST0172,Clothing,F,44,87887.0,4,3.126603945012902,0
2023,4,CUST0166,Electronics,F,62,59529.0,4,4.429587659304293,0
2021,3,CUST0109,Electronics,F,42,114965.0,2,4.690070807211057,0
2021,5,CUST0005,Electronics,F,55,159805.0,3,2.8844772492212165,0
2023,11,CUST0172,Home,M,59,111569.0,3,4.568985729448636,0
2023,4,CUST0008,Home,M,37,60951.0,2,4.6998373356016705,1
2020,5,CUST0218,Toys,M,47,71432.0,3,4.1392205513133336,0
2022,8,CUST0153,Electronics,F,56,138141.0,2,3.42648272433264,0
2020,10,CUST0008,Electronics,F,27,104661.0,0,4.001213374216277,1
2022,10,CUST0187,Books,M,37,74090.0,4,2.4017352373483485,0
2022,8,CUST0010,Home,M,33,19020.0,4,4.754708162899584,0
2021,10,CUST0060,Toys,F,35,124547.0,0,4.372172972328622,0
2021,9,CUST0122,Clothing,M,49,95223.0,1,4.299760957390255,0
2020,9,CUST0171,Home,M,24,138086.0,3,3.3224498141469723,1
2022,12,CUST0248,Toys,M,45,173663.0,5,4.346915388687586,0
2020,11,CUST0150,Books,F,64,65549.0,5,5.0,0
2022,3,CUST0043,Home,M,41,114611.0,1,3.3274812396555,0
2023,1,CUST0238,Books,F,34,109713.0,1,5.0,0
2021,5,CUST0099,Clothing,F,41,67419.0,3,3.7900080912216154,0
2020,5,CUST0181,Toys,M,52,80649.0,1,3.2742032100353455,1
2021,12,CUST0162,Electronics,F,62,123046.0,6,3.204871378209382,0
2023,5,CUST0047,Books,M,30,97792.0,2,3.6702914576052263,0
2022,4,CUST0072,Electronics,F,27,142335.0,5,3.370120535317771,0
2020,1,CUST0209,Books,M,57,145739.0,0,4.607720303093143,0
2020,4,CUST0223,Electronics,F,31,53383.0,3,3.1497867880505317,0
2020,5,CUST0030,Home,M,34,54944.0,2,3.193057593520417,0
2021,12,CUST0103,Toys,F,33,132580.0,4,4.498134361728594,0
2021,6,CUST0160,Home,M,33,59288.0,4,,0
2022,7,CUST0249,Clothing,M,60,56765.0,1,4.970837019270326,0
2021,6,CUST0138,Books,M,26,194553.0,2,3.3013844244802932,0
2023,8,CUST0069,Toys,M,47,133861.0,3,4.0223063605310285,0
2020,2,CUST0139,Home,F,43,103976.0,3,3.7264565063178994,0
2022,10,CUST0155,Toys,M,41,85560.0,1,4.457329728580928,0
2021,10,CUST0295,Toys,M,22,101021.0,0,3.1373732529284517,0
2021,4,CUST0087,Books,M,54,127588.0,4,3.707065773799983,0
2023,3,CUST0019,Books,M,29,77057.0,2,5.0,0
2021,1,CUST0149,Electronics,M,57,1000.0,5,2.614810421210181,0
2022,8,CUST0234,Clothing,F,61,109350.0,4,4.465615971231408,0
2023,7,CUST0142,Electronics,F,33,111564.0,1,4.222481123268555,1
2023,12,CUST0210,Home,F,47,189641.0,5,3.755620400454384,0
2022,7,CUST0058,Books,M,65,60465.0,1,4.692886549180113,0
2022,3,CUST0222,Books,F,28,139085.0,4,1.6931277134087215,1
2023,5,CUST0090,Toys,M,53,6710.0,3,4.641144737288135,0
2021,8,CUST0032,Electronics,M,52,157197.0,2,3.8617651635853036,0
2020,12,CUST0096,Clothing,M,64,126130.0,3,4.770995089343742,0
2023,6,CUST0070,Clothing,F,22,98469.0,4,5.0,0
2021,5,CUST0229,Books,M,52,132538.0,3,4.40849334918767,0
2021,10,CUST0094,Electronics,M,44,145528.0,3,5.0,0
2020,4,CUST0072,Toys,F,48,110151.0,3,4.136761814552919,0
2021,3,CUST0192,Electronics,M,45,24548.0,0,4.1037991794606175,0
2023,10,CUST0164,Electronics,F,63,83609.0,2,4.114136483524682,0
2021,12,CUST0088,Home,M,54,61898.0,3,,0
2023,5,CUST0075,Home,M,42,146586.0,5,3.5681011360679418,0
2022,7,CUST0102,Books,M,25,113003.0,2,3.7657485429449857,1
2020,2,CUST0188,Home,M,24,,2,4.901470555989741,0
2023,12,CUST0191,Home,F,26,81232.0,3,,0
2023,12,CUST0063,Clothing,M,25,103368.0,3,4.295379650246222,0
2020,11,CUST0016,Books,F,59,155782.0,1,4.93302078162504,0
2021,3,CUST0190,Home,M,49,131090.0,5,4.073336173087645,0
2021,8,CUST0152,Electronics,M,50,101115.0,1,3.6457505078324814,0
2020,6,CUST0026,Clothing,F,69,141130.0,5,4.412163203992703,0
2022,9,CUST0197,Books,M,25,75507.0,3,3.846216437302314,0
2023,10,CUST0036,Toys,M,29,159135.0,2,4.581693916728033,0
2023,12,CUST0159,Books,M,25,99838.0,2,3.51982031161211,0
2023,12,CUST0072,Clothing,F,44,141344.0,4,5.0,0
2021,7,CUST0199,Electronics,F,62,123757.0,3,4.302951821797618,0
2021,7,CUST0040,Home,F,18,102632.0,2,5.0,1
2020,8,CUST0258,Home,M,46,72799.0,1,5.0,0
2021,10,CUST0118,Home,F,61,62795.0,2,3.722222244340699,1
2021,8,CUST0114,Books,M,19,,2,4.04865457245718,0
2021,3,CUST0252,Books,M,42,46616.0,1,,0
2021,1,CUST0032,Electronics,M,28,90818.0,3,2.8112754339306374,0
2020,6,CUST0246,Clothing,M,18,,3,4.611691885731446,0
2023,4,CUST0159,Home,M,45,97435.0,2,3.0996260318813356,0
2021,4,CUST0282,Home,F,69,193350.0,0,3.231757866908552,0
2023,5,CUST0107,Books,F,20,235685.0,3,2.652133308916026,0
2023,7,CUST0192,Toys,M,64,149670.0,0,4.8143398385136145,0
2023,9,CUST0224,Home,F,51,84018.0,4,4.073279277241831,0
2020,8,CUST0183,Home,F,18,,0,4.552358777538128,0
2023,12,CUST0255,Electronics,M,32,74702.0,5,3.1815192931749827,0
2020,9,CUST0154,Electronics,M,49,61859.0,4,2.2996680046781495,0
2023,5,CUST0004,Toys,M,47,41822.0,5,4.264902235332658,0
2021,12,CUST0150,Home,M,53,57489.0,1,3.362076546503744,0
2023,10,CUST0178,Clothing,F,29,125973.0,2,2.66963421792396,0
2021,1,CUST0300,Toys,F,57,81667.0,4,3.690179963449049,0
2020,6,CUST0226,Clothing,M,26,116098.0,2,3.8315909563694817,0
2020,5,CUST0244,Home,M,62,,6,4.5615435813472995,0
2023,10,CUST0267,Books,M,64,81744.0,5,3.472475384678353,0
2020,2,CUST0231,Books,F,34,81644.0,6,3.3234282933619843,0
2020,8,CUST0105,Home,M,49,85690.0,3,4.846617694435292,0
2022,4,CUST0048,Clothing,M,65,83709.0,4,3.829690632359287,0
2022,7,CUST0207,Home,F,22,118356.0,3,5.0,0
2021,7,CUST0154,Toys,M,54,65367.0,4,3.337787428570403,0
2020,5,CUST0224,Clothing,F,59,131363.0,4,4.117754664848841,0
2023,6,CUST0299,Clothing,M,19,70515.0,5,2.87390369827882,1
2023,6,CUST0142,Clothing,M,48,88480.0,3,3.3635071629579505,0
2020,12,CUST0062,Clothing,F,38,153647.0,1,3.836225170926874,0
2022,5,CUST0124,Books,F,41,114346.0,1,3.3332002879233675,0
2023,2,CUST0127,Electronics,F,44,106372.0,2,5.0,0
2020,12,CUST0223,Electronics,M,56,,2,4.186383951235443,0
2023,7,CUST0122,Electronics,F,47,56817.0,6,3.071181685187161,1
2023,2,CUST0250,Home,F,44,102256.0,3,4.216578598852249,0
2021,5,CUST0011,Clothing,F,44,146738.0,1,,1
2021,8,CUST0122,Books,M,38,103402.0,0,4.871975549510572,0
2023,5,CUST0046,Home,M,30,127782.0,1,3.286637464578616,0
2023,10,CUST0222,Electronics,M,41,147976.0,3,4.290333874833194,1
2020,4,CUST0112,Books,M,46,130758.0,2,3.025772101625683,0
2020,1,CUST0228,Toys,F,48,131256.0,6,3.0454341082209764,0
2022,2,CUST0201,Home,F,53,129213.0,3,4.690644109544535,0
2021,11,CUST0094,Clothing,F,38,191402.0,2,2.5832711649668703,0
2021,4,CUST0181,Electronics,M,49,107245.0,6,4.197359267770434,0
2023,12,CUST0193,Clothing,M,18,131659.0,2,,0
2023,10,CUST0037,Books,M,24,76120.0,4,3.1953449979978834,0
2023,3,CUST0067,Electronics,M,24,100140.0,5,2.610002106495147,1
2023,8,CUST0198,Electronics,F,66,150971.0,6,5.0,0
2020,6,CUST0001,Electronics,F,35,161015.0,2,4.276080543511237,0
2022,4,CUST0121,Toys,F,52,22524.0,1,5.0,0
2022,1,CUST0207,Clothing,F,66,114687.0,3,4.564330267766524,0
2022,5,CUST0270,Clothing,F,24,75801.0,7,3.4699927013237275,0
2020,1,CUST0174,Clothing,F,41,212103.0,1,4.858291272429702,0
2022,3,CUST0282,Home,F,28,111441.0,6,4.342868904623346,0
2022,2,CUST0152,Electronics,F,55,134494.0,3,3.756385203502104,0
2021,8,CUST0224,Books,M,52,143086.0,3,3.9403791905950714,0
2021,12,CUST0081,Toys,M,49,80118.0,1,3.573660561723271,0
2020,12,CUST0160,Toys,M,29,139048.0,3,2.9461119350910456,0
2021,4,CUST0163,Toys,F,31,117149.0,5,3.301481668944517,0
2021,3,CUST0250,Home,F,52,100608.0,1,3.5752484337027988,0
2021,12,CUST0273,Clothing,F,54,73370.0,3,4.030120292524468,0
2021,7,CUST0271,Clothing,F,22,72116.0,1,4.32021547274811,0
2023,5,CUST0072,Electronics,F,69,61252.0,1,4.087176135546505,0
2022,10,CUST0240,Electronics,F,50,77552.0,6,4.145794309650803,0
2020,6,CUST0226,Home,F,54,96987.0,6,5.0,0
2021,5,CUST0195,Toys,F,24,85234.0,2,3.2444247825958423,0
2020,6,CUST0041,Books,F,26,149862.0,1,3.1122861140993394,0
2021,6,CUST0050,Toys,F,19,92719.0,8,5.0,0
2020,12,CUST0163,Toys,F,33,71026.0,0,4.507641487466742,0
2021,12,CUST0090,Toys,M,34,105877.0,2,3.5578350379049857,0
2023,5,CUST0087,Clothing,F,36,95591.0,1,4.292587372229959,0
2020,10,CUST0042,Home,M,42,,2,3.7512611138904157,0
2022,9,CUST0269,Books,F,49,53206.0,6,2.4579142819414237,0
2023,3,CUST0013,Clothing,M,45,132785.0,3,2.5793694441198616,0
2022,8,CUST0102,Books,F,39,178304.0,2,4.107548506818587,0
2022,7,CUST0291,Books,M,40,55539.0,1,3.249901156794388,0
2020,4,CUST0148,Toys,M,40,91740.0,7,4.242877415705006,0
2022,1,CUST0260,Electronics,M,45,97623.0,4,3.130125281144519,0
2022,7,CUST0061,Electronics,M,45,120269.0,3,3.500450611314756,0
2021,10,CUST0098,Toys,F,43,70629.0,2,3.654823434903156,0
2021,11,CUST0062,Books,F,34,93793.0,0,3.748934129404861,0
2022,5,CUST0091,Electronics,F,53,65901.0,5,4.769691852994976,0
2022,12,CUST0099,Clothing,M,64,97437.0,5,3.4643211826025873,0
2022,8,CUST0192,Toys,M,29,117860.0,1,4.042366181197053,0
2022,7,CUST0099,Electronics,M,51,86707.0,0,4.823138096711028,0
2020,8,CUST0102,Electronics,M,29,159655.0,5,3.2969429420258614,0
2020,1,CUST0178,Books,F,54,72999.0,5,4.9265662766669145,0
2023,5,CUST0266,Books,M,36,40048.0,3,4.107863520326002,0
2020,10,CUST0251,Toys,F,65,90440.0,3,4.23324707570119,1
2021,9,CUST0023,Books,F,40,66129.0,7,3.9536194901608357,0
2021,8,CUST0170,Books,F,26,67957.0,2,4.303762487463623,0
2022,6,CUST0053,Electronics,F,52,132243.0,4,3.8043475572199363,0
2021,7,CUST0298,Home,M,35,214218.0,5,4.60672533227016,0
2022,9,CUST0170,Clothing,F,34,98458.0,2,5.0,0
2023,8,CUST0046,Clothing,F,31,78994.0,6,4.655491020957264,0
2023,12,CUST0218,Clothing,M,33,58332.0,5,4.559869973354904,0
2021,5,CUST0116,Toys,F,31,122818.0,3,4.01420872285687,0
2022,11,CUST0150,Home,F,21,163514.0,4,3.7549451401088367,0
2021,11,CUST0028,Home,M,56,92862.0,1,4.378889300672928,0
2022,5,CUST0241,Clothing,M,54,85305.0,3,3.2145444479871768,0
2020,12,CUST0227,Electronics,M,43,54554.0,2,4.414018851335788,0
2022,9,CUST0034,Books,F,47,63368.0,1,2.5300475548462984,0
2021,9,CUST0162,Home,F,44,116538.0,4,4.980074549007576,0
2020,12,CUST0020,Electronics,F,55,152579.0,3,4.477217211164172,0
2022,4,CUST0139,Home,F,68,92813.0,3,3.592927587926806,0
2022,7,CUST0277,Home,M,68,32679.0,5,2.6407440758330125,0
2021,2,CUST0236,Toys,M,65,83463.0,3,5.0,0
2022,8,CUST0029,Home,M,56,83891.0,3,4.287211897031779,0
2021,8,CUST0238,Clothing,M,54,129508.0,1,3.2260448755373137,0
2022,7,CUST0022,Clothing,M,43,109175.0,1,4.991568993042094,0
2022,11,CUST0138,Clothing,F,68,57524.0,5,3.8240283687593823,0
2020,12,CUST0261,Toys,M,22,157818.0,4,3.3974552453529805,0
2021,11,CUST0091,Home,M,31,172091.0,6,,0
2022,8,CUST0269,Home,M,36,62421.0,5,4.088220836852301,0
2021,9,CUST0258,Toys,F,46,142605.0,5,3.958892881938523,0
2021,4,CUST0034,Books,M,61,112900.0,2,4.011958635565852,0
2020,9,CUST0234,Clothing,F,36,57750.0,1,4.961579377007931,0
2023,5,CUST0188,Books,M,59,154758.0,2,3.4165415677877684,0
2022,1,CUST0280,Clothing,M,48,81020.0,7,5.0,0
2021,11,CUST0169,Toys,F,63,41585.0,4,3.3846732172475384,0
2022,2,CUST0294,Books,M,31,97127.0,6,4.135411897715673,0
2020,4,CUST0108,Books,M,66,71347.0,1,2.9834865960493318,0
2020,2,CUST0114,Electronics,F,46,80239.0,0,4.46766636955081,0
2023,3,CUST0188,Home,F,50,105138.0,3,3.1840201053686084,0
2021,3,CUST0173,Toys,F,18,89909.0,4,3.1884740431823793,0
2022,5,CUST0243,Clothing,M,25,47132.0,2,3.62911402367819,0
2021,9,CUST0280,Home,M,69,139223.0,6,3.542506541327893,0
2022,8,CUST0249,Books,M,41,129852.0,2,3.973058447149363,0
2023,2,CUST0276,Books,M,61,78843.0,4,3.0014907172510488,0
2022,9,CUST0010,Electronics,M,49,54195.0,5,2.543175718061113,0
2022,2,CUST0200,Clothing,M,63,51388.0,3,4.632431644791325,0
2021,9,CUST0102,Toys,M,51,125835.0,3,4.803183619214008,0
2023,2,CUST0024,Toys,M,44,110769.0,2,4.530346569712984,0
2020,5,CUST0256,Clothing,F,60,134777.0,3,2.8441439250074048,1
2021,5,CUST0153,Electronics,M,28,94791.0,1,3.9539410299671176,0
2021,9,CUST0174,Toys,M,39,43985.0,2,3.5940289815889175,0
2023,7,CUST0080,Toys,F,37,96778.0,6,4.03229161130911,0
2020,2,CUST0055,Books,F,44,72573.0,1,3.78333682128166,0
2022,9,CUST0001,Books,M,49,120151.0,1,3.2350586674158524,0
2023,1,CUST0106,Electronics,M,59,110551.0,1,3.616174918541529,0
2020,8,CUST0300,Toys,M,50,151753.0,7,3.984578017122087,0
2022,3,CUST0159,Clothing,F,53,106901.0,0,4.099286201748147,0
2023,8,CUST0219,Clothing,M,30,8689.0,2,5.0,0
2020,9,CUST0149,Electronics,M,65,72185.0,4,2.666173563800736,0
2022,10,CUST0062,Electronics,F,60,137208.0,0,3.901878898313888,1
2023,4,CUST0111,Clothing,F,28,121789.0,2,3.5722580316328822,0
2022,3,CUST0039,Home,F,39,63233.0,2,4.2722262716863595,0
2022,7,CUST0241,Electronics,F,69,105201.0,3,3.3408116506352608,0
2021,5,CUST0062,Clothing,F,47,81896.0,4,3.367452719409672,1
2022,4,CUST0134,Electronics,M,68,143026.0,2,3.0798784337219365,0
2020,2,CUST0104,Electronics,F,41,88820.0,2,3.5932883368249398,0
2023,7,CUST0062,Electronics,M,40,58209.0,1,5.0,0
2022,10,CUST0103,Books,M,24,141979.0,4,3.481874281589657,1
2022,5,CUST0299,Toys,M,39,101261.0,2,2.884430998752701,0
2022,5,CUST0064,Home,M,46,151530.0,1,5.0,0
2020,5,CUST0086,Clothing,F,27,97976.0,5,4.646511958235346,0
2021,7,CUST0057,Electronics,M,36,10907.0,6,4.846129703657761,0
2020,1,CUST0037,Toys,M,51,74919.0,6,4.216244701646182,0
2023,11,CUST0034,Toys,M,50,119736.0,3,4.1631157544590724,0
2021,8,CUST0195,Home,M,46,117051.0,2,,0
2020,4,CUST0038,Toys,F,49,,1,4.1051697971531125,0
2022,5,CUST0293,Clothing,M,48,113241.0,2,1.8436707075894794,0
2021,10,CUST0252,Home,F,33,141987.0,1,3.7786508835691928,0
2020,5,CUST0299,Toys,F,63,61158.0,0,4.317870508272386,0
2022,9,CUST0080,Books,F,29,100665.0,4,3.926925130960541,0
2021,8,CUST0037,Books,M,44,90673.0,1,3.784130858013179,0
2021,4,CUST0134,Books,M,27,176672.0,3,4.229359999180136,0
2022,2,CUST0212,Toys,F,36,192348.0,1,4.244960317896098,0
2020,5,CUST0262,Toys,M,49,109328.0,3,4.18353332817958,0
2022,1,CUST0084,Electronics,F,42,74804.0,5,4.32097325706466,1
2021,1,CUST0024,Books,F,45,124649.0,6,4.906536207795163,0
2021,5,CUST0198,Electronics,M,65,127833.0,4,3.7015461691886045,0
2021,5,CUST0122,Toys,F,52,72398.0,1,4.779768887082732,0
2021,10,CUST0288,Electronics,F,44,102784.0,5,3.6521459198950184,0
2023,4,CUST0182,Electronics,M,54,87181.0,1,2.4894481548474796,0
2021,11,CUST0015,Books,M,24,89355.0,3,3.5686633403182095,0
2021,6,CUST0204,Clothing,F,63,59717.0,4,3.9625669057648416,0
2023,6,CUST0218,Electronics,M,68,21695.0,2,4.7165373538994935,1
2022,4,CUST0052,Toys,M,47,133511.0,4,4.004451544749503,0
2023,12,CUST0005,Toys,M,40,124031.0,2,4.984587683373325,0
2023,8,CUST0189,Electronics,F,32,71209.0,0,3.993063821326144,0
2023,6,CUST0295,Electronics,F,65,71112.0,5,4.099686830743396,0
2022,5,CUST0225,Books,M,51,86705.0,3,4.155122583881835,0
2021,5,CUST0113,Toys,M,60,96138.0,3,5.0,0
2023,10,CUST0039,Electronics,F,51,188824.0,2,3.78283741648278,1
2020,8,CUST0091,Clothing,F,37,,4,3.7414855442945276,0
2020,12,CUST0018,Toys,F,54,143344.0,3,4.562626664002144,0
2023,11,CUST0074,Clothing,F,20,81153.0,3,4.481786970378287,0
2021,1,CUST0199,Clothing,F,53,,3,4.1025885344539885,0
2023,10,CUST0288,Books,F,61,80729.0,4,4.653346811349871,1
2023,10,CUST0160,Books,M,49,41432.0,3,2.7976106903934537,0
2022,1,CUST0176,Clothing,F,29,128588.0,4,3.4259690062913775,0
