직원ID,부서,연봉,근속연수,성과등급,교육참여횟수,업무만족도
EMP2133,IT,4329,5.0,C,2,3.74
EMP2134,Sales,6831,12.0,A,3,4.84
EMP2135,Finance,9753,12.0,C,2,3.52
EMP2136,Sales,3859,22.0,A,6,3.23
EMP2137,Sales,6821,29.0,B,1,3.8
EMP2138,Marketing,8933,16.0,B,1,4.05
EMP2139,HR,3357,17.0,B,1,3.83
EMP2140,Marketing,9081,26.0,C,2,3.63
EMP2141,Finance,4473,12.0,C,4,4.04
EMP2142,HR,7943,12.0,B,4,3.9
EMP2143,Sales,6770,30.0,B,7,4.59
EMP2144,IT,7716,26.0,A,5,3.99
EMP2145,IT,3727,0.0,B,4,3.49
EMP2146,Marketing,4726,14.0,C,3,3.24
EMP2147,Marketing,3941,0.0,B,3,4.11
EMP2148,HR,8736,27.0,B,3,3.9
EMP2149,IT,5053,21.0,B,1,3.67
EMP2150,Finance,4654,11.0,C,2,4.12
EMP2151,HR,8117,14.0,C,3,4.93
EMP2152,Sales,4854,24.0,B,2,4.0
EMP2153,Finance,7814,11.0,C,4,3.97
EMP2154,IT,4811,9.0,C,4,4.38
EMP2155,Marketing,9648,29.0,C,2,3.52
EMP2156,HR,9172,20.0,A,6,4.63
EMP2157,IT,7922,21.0,C,3,4.88
EMP2158,Finance,4045,0.0,B,0,4.36
EMP2159,IT,5652,26.0,A,5,4.26
EMP2160,HR,3772,23.0,B,2,3.32
EMP2161,Marketing,6840,30.0,C,4,4.43
EMP2162,Finance,9288,24.0,A,3,4.95
EMP2163,IT,8602,4.0,B,2,3.61
EMP2164,Marketing,5373,23.0,B,2,4.82
EMP2165,IT,6059,19.0,B,0,4.65
EMP2166,Sales,4777,,C,3,3.77
EMP2167,HR,3695,0.0,B,2,3.98
EMP2168,HR,7302,7.0,A,3,3.8
EMP2169,Sales,4027,8.0,B,2,2.75
EMP2170,IT,7061,8.0,B,1,4.12
EMP2171,Marketing,6134,,C,3,3.91
EMP2172,Sales,5439,17.0,A,6,4.29
EMP2173,Marketing,9370,15.0,B,3,5.0
EMP2174,HR,5174,2.0,B,5,4.44
EMP2175,Marketing,9303,,B,4,4.77
EMP2176,Finance,8667,3.0,B,6,3.75
EMP2177,Finance,4189,12.0,B,3,4.22
EMP2178,HR,8931,25.0,C,4,3.36
EMP2179,HR,6922,27.0,B,5,4.82
EMP2180,Marketing,9583,0.0,A,5,4.25
EMP2181,HR,9107,,C,3,4.72
EMP2182,HR,7599,24.0,B,4,5.0
EMP2183,Sales,5389,17.0,C,4,4.39
EMP2184,IT,7398,0.0,C,2,3.88
EMP2185,Finance,3837,22.0,A,6,3.97
EMP2186,Marketing,8748,23.0,B,3,4.07
EMP2187,HR,3956,10.0,B,4,3.0
EMP2188,Sales,5393,5.0,B,5,3.81
EMP2189,Marketing,6389,24.0,B,3,4.2
EMP2190,Sales,3453,2.0,B,2,2.86
EMP2191,HR,3387,17.0,A,3,4.48
EMP2192,HR,5887,17.0,B,7,4.24
EMP2193,Sales,7670,0.0,C,2,4.66
EMP2194,Marketing,4301,5.0,B,2,3.81
EMP2195,HR,7302,14.0,B,5,3.81
EMP2196,HR,8862,14.0,C,4,2.16
EMP2197,Marketing,5106,3.0,B,5,3.95
EMP2198,Marketing,5186,17.0,B,2,4.16
EMP2199,Marketing,3894,15.0,C,1,4.41
EMP2200,Marketing,6743,20.0,C,2,2.6
EMP2201,Marketing,4054,6.0,C,5,4.09
EMP2202,Marketing,9509,26.0,B,6,4.87
EMP2203,Marketing,4312,2.0,A,1,4.36
EMP2204,HR,5463,25.0,C,1,
EMP2205,Finance,5255,3.0,A,7,3.32
EMP2206,IT,5181,4.0,A,4,4.01
EMP2207,IT,3688,17.0,B,7,4.12
EMP2208,IT,3143,10.0,C,4,4.21
EMP2209,IT,9601,8.0,C,3,4.5
EMP2210,IT,4900,23.0,B,0,5.0
EMP2211,Marketing,4273,,C,1,4.43
EMP2212,Marketing,4433,8.0,C,3,4.35
EMP2213,Finance,3783,2.0,A,2,4.76
EMP2214,Sales,5085,1.0,B,2,3.94
EMP2215,Sales,5097,6.0,B,5,4.1
EMP2216,Sales,6524,7.0,C,1,4.4
EMP2217,Marketing,4973,10.0,A,3,4.56
EMP2218,Sales,8793,23.0,B,6,4.69
EMP2219,Finance,7107,6.0,A,4,4.63
EMP2220,IT,4456,25.0,C,7,4.03
EMP2221,Marketing,5120,4.0,C,2,4.09
EMP2222,Finance,7368,22.0,B,3,4.43
EMP2223,Sales,5107,2.0,A,3,5.0
EMP2224,Finance,7559,18.0,A,2,3.34
EMP2225,IT,4391,14.0,B,1,3.06
EMP2226,IT,7790,11.0,B,5,4.65
EMP2227,Finance,9014,18.0,A,2,5.0
EMP2228,Marketing,8283,13.0,C,2,3.72
EMP2229,Sales,8247,17.0,C,3,3.4
EMP2230,IT,3376,13.0,B,5,4.16
EMP2231,IT,9003,13.0,B,3,3.04
EMP2232,Marketing,6119,24.0,B,7,3.66
EMP2233,IT,5740,1.0,C,4,4.56
EMP2234,IT,7642,12.0,B,1,
EMP2235,Sales,9286,22.0,A,2,4.46
EMP2236,Marketing,8445,28.0,B,3,4.18
EMP2237,Finance,7462,13.0,C,6,4.33
EMP2238,Sales,9589,1.0,B,1,5.0
EMP2239,Marketing,5677,9.0,A,5,4.43
EMP2240,IT,6112,3.0,B,2,3.24
EMP2241,HR,5252,11.0,B,3,4.47
EMP2242,Finance,8692,26.0,B,4,3.74
EMP2243,HR,3610,12.0,C,2,4.59
EMP2244,Finance,5656,26.0,C,3,
EMP2245,Sales,4016,,B,3,4.2
EMP2246,IT,3875,22.0,B,4,2.72
EMP2247,Marketing,3943,8.0,A,4,4.67
EMP2248,IT,9804,9.0,B,4,3.37
EMP2249,Finance,6471,25.0,B,3,4.52
EMP2250,Finance,5313,30.0,B,3,4.11
EMP2251,HR,8033,30.0,B,6,4.06
EMP2252,Finance,9386,21.0,B,2,3.91
EMP2253,Sales,3179,5.0,A,0,3.76
EMP2254,IT,4924,14.0,B,4,3.09
EMP2255,Marketing,4115,11.0,B,3,3.73
EMP2256,Marketing,6864,3.0,B,4,3.22
EMP2257,Marketing,5870,25.0,C,2,3.22
EMP2258,Marketing,9145,3.0,B,3,3.64
EMP2259,Sales,6162,9.0,A,7,4.39
EMP2260,Finance,5099,12.0,B,3,4.25
EMP2261,Finance,3376,2.0,C,5,4.19
EMP2262,Finance,3341,4.0,A,2,4.1
EMP2263,Sales,8403,25.0,B,3,5.0
EMP2264,HR,6891,28.0,B,3,
EMP2265,HR,9486,15.0,B,2,3.18
EMP2266,Marketing,6842,22.0,B,4,3.38
EMP2267,Marketing,9112,20.0,B,4,3.3
EMP2268,Marketing,9820,2.0,C,3,3.92
EMP2269,IT,8487,4.0,B,1,3.33
EMP2270,Sales,5965,11.0,B,2,2.86
EMP2271,Marketing,4984,7.0,B,3,4.6
EMP2272,HR,3043,6.0,B,2,3.86
EMP2273,Finance,5368,28.0,C,3,3.23
EMP2274,Marketing,4715,8.0,C,4,4.16
EMP2275,HR,3469,8.0,A,4,4.71
EMP2276,HR,8307,27.0,C,4,3.28
EMP2277,Finance,6580,22.0,B,3,3.48
EMP2278,IT,3177,9.0,C,6,3.5
EMP2279,Finance,5032,24.0,B,5,4.84
EMP2280,IT,7976,5.0,C,3,4.3
EMP2281,IT,9356,8.0,C,4,4.96
EMP2282,Finance,3959,28.0,B,6,3.94
EMP2283,HR,9517,16.0,C,6,3.84
EMP2284,HR,3292,14.0,A,3,2.94
EMP2285,HR,7207,16.0,A,1,3.48
EMP2286,IT,4644,15.0,C,2,3.45
EMP2287,Sales,5472,7.0,C,2,4.22
EMP2288,Finance,5131,19.0,A,3,4.2
EMP2289,Sales,8110,10.0,B,3,4.69
EMP2290,Sales,9779,29.0,B,2,4.17
EMP2291,Marketing,5535,3.0,B,7,3.03
EMP2292,Finance,3429,19.0,A,1,3.72
EMP2293,Finance,8959,14.0,A,2,4.2
EMP2294,HR,7507,0.0,B,4,4.34
EMP2295,HR,7061,2.0,C,3,4.25
EMP2296,IT,9245,26.0,B,1,3.54
EMP2297,Marketing,5371,5.0,B,0,4.49
EMP2298,Finance,8571,3.0,A,3,3.88
EMP2299,Finance,9937,11.0,B,3,4.94
EMP2300,HR,6839,11.0,A,4,4.36
EMP2301,Sales,3695,27.0,C,5,4.79
EMP2302,IT,5744,9.0,B,1,3.1
EMP2303,Finance,8087,1.0,A,3,4.25
EMP2304,Marketing,8914,9.0,A,1,3.61
EMP2305,Finance,5320,2.0,B,2,4.04
EMP2306,Sales,6551,26.0,B,3,
EMP2307,Finance,6987,23.0,B,0,3.2
EMP2308,Finance,4579,6.0,B,3,4.28
EMP2309,IT,8346,12.0,A,3,3.65
EMP2310,HR,6752,12.0,B,1,4.02
EMP2311,Finance,3087,30.0,A,4,3.88
EMP2312,Sales,5662,30.0,A,2,4.52
EMP2313,HR,3837,15.0,A,3,
EMP2314,IT,4071,3.0,C,1,3.83
EMP2315,IT,9447,8.0,A,3,3.96
EMP2316,Marketing,5304,27.0,B,2,3.66
EMP2317,Sales,4346,14.0,B,2,4.34
EMP2318,Sales,8616,20.0,B,1,3.26
EMP2319,Finance,6610,18.0,B,2,4.1
EMP2320,IT,6065,3.0,A,3,2.94
EMP2321,Marketing,9843,3.0,C,5,4.4
EMP2322,HR,6519,0.0,B,4,4.88
EMP2323,IT,9078,12.0,C,4,3.81
EMP2324,Marketing,9636,28.0,C,2,4.13
EMP2325,IT,7454,17.0,B,4,3.97
EMP2326,IT,9158,20.0,C,4,3.55
EMP2327,IT,7843,28.0,B,0,3.38
EMP2328,Finance,7030,16.0,B,3,4.2
EMP2329,Finance,3866,9.0,B,4,4.77
EMP2330,Marketing,3222,14.0,B,6,4.52
EMP2331,Marketing,6170,7.0,A,1,3.22
EMP2332,Sales,3065,29.0,B,2,4.32
EMP2333,Sales,4656,22.0,A,5,4.47
EMP2334,Marketing,3180,20.0,C,1,4.12
EMP2335,Sales,6366,,B,0,3.74
EMP2336,IT,6963,23.0,A,2,3.82
EMP2337,Finance,9279,6.0,A,3,3.2
EMP2338,Finance,7234,20.0,C,3,2.83
EMP2339,Marketing,7370,21.0,B,3,4.19
EMP2340,Sales,8307,13.0,B,4,4.07
EMP2341,IT,5292,23.0,B,2,3.78
EMP2342,HR,4542,4.0,A,2,3.91
EMP2343,Sales,7836,20.0,B,0,4.87
EMP2344,Sales,8808,16.0,B,3,3.38
EMP2345,Sales,5363,20.0,B,4,3.57
EMP2346,HR,5003,29.0,C,3,4.17
EMP2347,Sales,6407,18.0,A,4,2.46
EMP2348,Marketing,4909,14.0,B,2,3.31
EMP2349,Finance,6844,28.0,B,4,3.15
EMP2350,Marketing,9458,20.0,B,3,4.03
EMP2351,IT,6895,24.0,A,1,4.22
EMP2352,IT,7055,3.0,B,4,2.56
EMP2353,Marketing,6910,15.0,C,4,3.97
EMP2354,HR,4738,14.0,B,3,4.42
EMP2355,Sales,4098,6.0,C,4,3.7
EMP2356,Sales,9237,24.0,A,3,4.77
EMP2357,IT,4686,11.0,C,3,3.02
EMP2358,Marketing,8773,28.0,B,1,
EMP2359,Finance,9941,23.0,B,0,3.9
EMP2360,Sales,5435,14.0,A,5,3.5
EMP2361,HR,3352,27.0,B,2,3.0
EMP2362,HR,7183,14.0,B,4,4.36
EMP2363,Marketing,7426,12.0,C,1,4.29
EMP2364,Marketing,4866,23.0,A,0,3.99
EMP2365,Sales,6118,7.0,B,2,3.49
EMP2366,Marketing,8997,9.0,B,3,3.5
EMP2367,Sales,9721,17.0,C,1,3.7
EMP2368,IT,7962,30.0,A,0,3.75
EMP2369,HR,7593,9.0,A,1,4.5
EMP2370,IT,6872,22.0,A,2,3.42
EMP2371,Finance,5610,,B,3,3.05
EMP2372,Marketing,5300,7.0,A,0,3.77
EMP2373,Finance,6037,30.0,B,4,4.47
EMP2374,Finance,5591,18.0,B,1,3.41
EMP2375,IT,9452,0.0,A,3,3.16
EMP2376,Finance,9510,3.0,B,3,4.77
EMP2377,Finance,6976,29.0,B,0,3.73
EMP2378,Sales,6701,24.0,A,3,3.21
EMP2379,HR,3815,12.0,C,3,4.13
EMP2380,HR,6290,23.0,C,4,4.57
EMP2381,Finance,3342,10.0,B,1,3.58
EMP2382,Sales,6506,11.0,A,1,3.02
EMP2383,Finance,7365,2.0,C,1,4.21
EMP2384,Marketing,7694,20.0,A,1,3.74
EMP2385,Sales,4475,23.0,C,3,3.43
EMP2386,Sales,9921,4.0,A,3,3.58
EMP2387,HR,3268,1.0,B,3,4.02
EMP2388,HR,5769,29.0,C,4,4.29
EMP2389,HR,9770,8.0,A,2,2.88
EMP2390,Finance,7239,30.0,B,1,3.89
EMP2391,Marketing,7043,6.0,C,3,3.42
EMP2392,Marketing,5573,23.0,B,6,4.23
EMP2393,IT,4210,20.0,C,4,3.6
EMP2394,HR,5292,8.0,B,4,3.54
EMP2395,Finance,7163,27.0,B,1,4.13
EMP2396,Finance,7539,13.0,B,7,2.76
EMP2397,Sales,7552,1.0,C,6,3.05
EMP2398,HR,3952,,C,3,4.06
EMP2399,Sales,4560,4.0,B,2,4.79
EMP2400,IT,9438,23.0,C,2,4.5
EMP2401,IT,9847,25.0,B,4,3.9
EMP2402,Sales,6100,27.0,B,5,4.25
EMP2403,Finance,4995,20.0,B,4,3.17
EMP2404,HR,9484,12.0,C,6,
EMP2405,Marketing,7911,11.0,B,5,3.59
EMP2406,IT,8395,25.0,C,1,4.65
EMP2407,Finance,3866,2.0,B,4,4.41
EMP2408,Marketing,4508,,B,4,
EMP2409,HR,3366,12.0,C,2,4.05
EMP2410,HR,9611,12.0,C,1,3.09
EMP2411,IT,7661,18.0,A,3,4.9
EMP2412,IT,9469,7.0,A,1,4.23
EMP2413,Sales,9267,12.0,A,3,3.3
EMP2414,HR,4886,15.0,B,4,3.49
EMP2415,Finance,7291,23.0,B,0,4.62
EMP2416,Marketing,6514,9.0,C,3,4.27
EMP2417,IT,9424,17.0,B,1,3.25
EMP2418,Finance,3282,20.0,B,5,3.43
EMP2419,Marketing,8146,13.0,B,1,2.75
EMP2420,Marketing,5853,18.0,C,4,3.76
EMP2421,Finance,5329,15.0,B,6,3.99
EMP2422,Sales,7078,22.0,B,7,4.12
EMP2423,Sales,4602,12.0,C,5,3.82
EMP2424,Sales,8778,5.0,C,2,3.7
EMP2425,Marketing,7571,29.0,B,3,3.96
EMP2426,IT,6739,4.0,B,2,4.4
EMP2427,HR,5175,,B,7,3.99
EMP2428,Finance,6104,12.0,A,2,3.5
EMP2429,Finance,8832,24.0,B,1,4.39
EMP2430,Sales,5641,10.0,B,4,3.24
EMP2431,Sales,9924,6.0,C,4,
EMP2432,HR,5783,16.0,A,1,4.49
EMP2433,Sales,6413,17.0,A,2,5.0
EMP2434,IT,8717,22.0,A,3,3.24
EMP2435,Marketing,8650,30.0,C,5,4.13
EMP2436,Sales,4103,19.0,A,3,4.44
EMP2437,Finance,5270,16.0,C,5,4.91
EMP2438,HR,6804,0.0,C,2,4.41
EMP2439,Sales,5415,11.0,B,1,4.47
EMP2440,IT,5258,9.0,B,1,4.19
EMP2441,HR,3565,19.0,B,2,
EMP2442,IT,6548,30.0,C,1,3.73
EMP2443,IT,3599,6.0,A,3,4.77
EMP2444,HR,7357,17.0,B,3,4.06
EMP2445,Marketing,5582,17.0,C,2,4.29
EMP2446,HR,8906,5.0,B,2,3.2
EMP2447,HR,3113,,B,5,4.11
EMP2448,Finance,8801,26.0,A,5,4.36
EMP2449,Finance,4226,25.0,B,6,4.33
EMP2450,Marketing,3587,4.0,B,3,2.85
EMP2451,HR,7073,17.0,C,3,5.0
EMP2452,HR,9445,11.0,B,3,4.18
EMP2453,IT,5095,17.0,B,3,4.57
EMP2454,Finance,9193,2.0,B,4,4.38
EMP2455,HR,6068,29.0,B,5,3.92
EMP2456,Marketing,3915,3.0,B,3,3.25
EMP2457,Sales,3597,25.0,B,3,3.31
EMP2458,HR,4028,21.0,C,3,3.5
EMP2459,Marketing,3845,6.0,B,1,5.0
EMP2460,HR,3229,10.0,B,3,4.2
EMP2461,Marketing,5850,23.0,B,3,3.41
EMP2462,IT,3098,8.0,C,2,3.34
EMP2463,IT,3986,8.0,C,0,2.96
EMP2464,Sales,4055,19.0,B,5,4.25
EMP2465,Finance,5675,1.0,B,2,3.14
EMP2466,Marketing,7014,12.0,B,4,4.6
EMP2467,Sales,6679,16.0,C,1,3.73
EMP2468,Sales,3996,26.0,C,2,4.66
EMP2469,HR,3604,12.0,C,3,3.74
EMP2470,Sales,5283,,C,1,
EMP2471,Marketing,7815,10.0,B,7,4.56
EMP2472,Finance,8426,4.0,B,2,4.14
EMP2473,Marketing,3401,9.0,B,2,3.06
EMP2474,Finance,4459,3.0,B,5,4.61
EMP2475,Finance,7108,24.0,A,6,4.36
EMP2476,HR,4258,5.0,C,7,3.68
EMP2477,Marketing,7179,8.0,A,6,
EMP2478,IT,7252,2.0,B,1,4.38
EMP2479,HR,9388,30.0,B,4,4.35
EMP2480,HR,7141,9.0,B,3,4.84
EMP2481,Sales,6570,3.0,B,4,4.16
EMP2482,Marketing,6405,9.0,A,1,3.87
EMP2483,Marketing,5233,7.0,B,0,3.72
EMP2484,Sales,9109,27.0,C,2,5.0
EMP2485,Sales,3138,6.0,B,2,2.95
EMP2486,HR,7617,29.0,A,1,
EMP2487,IT,3562,15.0,B,6,3.8
EMP2488,IT,3113,13.0,B,1,3.55
EMP2489,Sales,7170,10.0,B,3,4.28
EMP2490,Marketing,7232,26.0,B,5,
EMP2491,Finance,8801,8.0,A,1,3.08
EMP2492,Sales,8133,7.0,B,5,4.55
EMP2493,HR,6350,13.0,B,2,4.0
EMP2494,Finance,5128,16.0,B,1,4.17
EMP2495,Finance,9082,15.0,C,1,3.04
EMP2496,Marketing,3495,20.0,B,3,3.21
EMP2497,HR,7266,3.0,B,3,3.64
EMP2498,Marketing,4322,2.0,A,4,3.94
EMP2499,Marketing,5510,0.0,A,2,4.17
