연도,월,고객ID,지역,음식카테고리,나이,배달시간,주문금액,주문수량,평점,불만제기여부
2021,1,CUST0260,서울,분식,60,30.0,16989.0,3,3.538459945123138,0
2022,3,CUST0164,부산,분식,27,27.6,22527.0,1,5.0,0
2023,10,CUST0199,서울,양식,53,23.2,6563.0,2,4.972130820164531,0
2023,2,CUST0053,서울,중식,67,37.2,28049.0,1,5.0,0
2023,8,CUST0198,대구,양식,53,26.2,13526.0,3,4.825247325127711,0
2021,6,CUST0094,경기,중식,53,25.4,19075.0,3,5.0,1
2023,1,CUST0233,서울,한식,69,23.8,30408.0,1,4.091420360583309,0
2023,10,CUST0114,대구,일식,33,30.3,17584.0,1,2.878296837043022,0
2023,11,CUST0492,부산,양식,54,27.1,13259.0,1,3.4259251239214357,0
2022,3,CUST0200,부산,중식,62,24.4,22153.0,2,4.497846858664945,0
2023,3,CUST0144,인천,분식,42,40.6,14259.0,1,2.7538330676967355,1
2021,3,CUST0070,서울,일식,55,32.0,24342.0,0,4.188297014584274,0
2021,1,CUST0353,서울,양식,30,19.2,6926.0,2,3.7187921961679162,0
2021,10,CUST0472,인천,양식,21,29.0,13731.0,4,4.326440584557109,0
2021,9,CUST0283,부산,한식,49,31.7,37748.0,1,4.714463789265725,0
2022,12,CUST0304,서울,일식,51,10.0,20724.0,3,3.8827362501982563,0
2021,10,CUST0397,대구,패스트푸드,65,29.3,20412.0,2,3.2382805907352035,0
2022,12,CUST0112,대구,일식,61,,28085.0,4,3.290146283621034,0
2022,8,CUST0470,부산,분식,66,,40512.0,2,5.0,0
2023,4,CUST0317,부산,양식,51,32.5,13204.0,1,4.273801006182657,0
2022,3,CUST0320,부산,양식,63,29.1,11528.0,1,3.614726476497767,0
2021,6,CUST0153,경기,분식,66,12.5,22358.0,1,2.747550053993603,0
2021,1,CUST0043,경기,분식,31,13.4,24185.0,0,4.345765076439798,0
2023,7,CUST0440,대구,분식,63,,22450.0,4,4.714280522297034,0
2023,10,CUST0117,경기,일식,53,17.7,24749.0,2,3.427045296360404,0
2023,7,CUST0128,경기,중식,39,40.0,16166.0,3,3.3668545575019637,0
2023,11,CUST0088,경기,일식,30,35.8,15405.0,3,5.0,0
2023,7,CUST0402,대구,한식,52,13.5,24368.0,1,3.812290276595612,1
2023,5,CUST0338,서울,양식,58,41.6,30593.0,3,3.3231123037147334,1
2021,2,CUST0244,서울,패스트푸드,26,34.2,27039.0,2,4.727475292673161,0
2022,10,CUST0076,서울,중식,26,34.5,19733.0,0,,0
2023,11,CUST0023,경기,한식,45,28.0,12558.0,3,3.9360543066774794,1
2021,11,CUST0319,경기,한식,36,28.8,3911.0,3,4.727709595023936,0
2023,10,CUST0444,인천,일식,57,47.1,17017.0,3,3.0577416169923417,0
2022,2,CUST0044,인천,일식,42,30.6,23180.0,6,4.066866882376123,0
2021,2,CUST0445,대구,중식,18,31.7,14684.0,2,4.555458083409092,0
2021,2,CUST0113,부산,중식,23,10.0,25921.0,0,3.7360684127627035,0
2022,2,CUST0306,대구,분식,51,45.9,8515.0,3,4.5183151966801125,0
2023,8,CUST0089,부산,한식,50,45.3,23029.0,2,4.0587909057770055,0
2022,1,CUST0222,경기,패스트푸드,68,47.9,15611.0,2,4.436721629366061,0
2023,3,CUST0390,대구,중식,47,33.6,18730.0,0,4.680121144836318,0
2023,2,CUST0470,대구,한식,32,20.6,8177.0,2,4.224028987304101,0
2021,9,CUST0161,부산,분식,35,36.1,19811.0,1,4.217216910059496,0
2022,2,CUST0264,인천,일식,39,15.5,29931.0,1,,0
2023,10,CUST0119,대구,분식,29,27.0,27761.0,4,4.110103699417185,0
2021,7,CUST0301,서울,분식,48,34.1,18345.0,2,3.9876738756347314,0
2023,2,CUST0009,대구,중식,32,27.1,29116.0,6,2.999597664558472,0
2022,2,CUST0292,부산,일식,34,23.0,15169.0,2,3.1646873232296917,1
2022,8,CUST0341,부산,양식,29,28.0,25714.0,2,4.942728657027183,0
2023,6,CUST0262,인천,분식,28,39.7,12482.0,0,2.6777466536829304,0
2022,2,CUST0200,인천,일식,23,,17239.0,0,4.997424554900496,0
2022,2,CUST0116,부산,한식,57,32.6,28660.0,3,3.12774350039612,0
2023,7,CUST0230,서울,분식,65,10.0,20867.0,3,5.0,0
2021,5,CUST0262,서울,일식,18,27.1,25994.0,3,2.8200797681387604,0
2021,5,CUST0103,서울,양식,52,41.9,31429.0,1,4.773171081918038,0
2022,6,CUST0411,인천,일식,50,16.9,18785.0,1,4.526453593946539,0
2021,1,CUST0447,서울,한식,60,38.6,17040.0,2,5.0,0
2021,2,CUST0259,인천,한식,32,34.9,10656.0,2,4.94086986998234,0
2022,5,CUST0183,인천,양식,37,32.9,25208.0,1,3.2551071380533347,0
2022,6,CUST0291,대구,패스트푸드,51,36.4,11301.0,3,,0
2022,8,CUST0077,서울,일식,54,25.4,20979.0,2,4.722645908296185,0
2022,7,CUST0342,인천,분식,58,33.4,24692.0,2,5.0,1
2023,5,CUST0481,서울,양식,38,26.7,17731.0,2,5.0,0
2022,8,CUST0488,대구,중식,19,29.2,15885.0,2,5.0,1
2022,5,CUST0203,서울,패스트푸드,25,30.8,31463.0,0,4.887490506837842,0
2023,4,CUST0429,인천,일식,41,47.8,23423.0,1,3.4766981751954953,1
2023,4,CUST0114,부산,패스트푸드,26,17.7,28001.0,3,3.3499166256337833,0
2023,6,CUST0037,부산,양식,31,36.6,18200.0,1,4.285128712190202,0
2022,7,CUST0154,부산,일식,18,14.1,9887.0,3,3.7657187544408908,0
2023,2,CUST0294,부산,중식,48,22.5,17350.0,2,5.0,1
2021,5,CUST0341,경기,일식,21,14.1,11393.0,2,5.0,0
2022,6,CUST0060,인천,일식,61,10.0,18781.0,0,4.066649538634394,0
2021,5,CUST0135,경기,양식,42,46.7,21375.0,1,4.5598966138080375,0
2022,9,CUST0088,인천,일식,41,21.9,19040.0,3,4.7672976770442,0
2023,10,CUST0360,경기,양식,34,26.5,18007.0,0,3.479615631304439,0
2021,9,CUST0491,대구,일식,18,23.0,17625.0,2,4.05026417983469,0
2022,3,CUST0393,인천,패스트푸드,30,11.5,20229.0,0,4.4022478211536225,0
2023,8,CUST0455,부산,일식,52,25.0,25802.0,0,3.2083515559237092,0
2022,12,CUST0405,경기,패스트푸드,24,14.0,11296.0,1,3.8211884651587344,0
2021,12,CUST0124,인천,분식,64,46.4,20883.0,2,4.171863673958198,0
2023,2,CUST0427,대구,한식,43,33.7,26363.0,3,5.0,0
2022,9,CUST0415,부산,양식,60,25.9,19752.0,0,2.668691586881977,0
2021,9,CUST0427,경기,양식,41,18.6,16677.0,3,4.7442829793339465,0
2022,11,CUST0072,경기,분식,53,21.9,29701.0,3,3.0834901407919917,1
2021,4,CUST0306,부산,한식,32,19.6,13499.0,1,4.784498909804381,0
2021,9,CUST0221,부산,양식,54,48.2,30417.0,3,3.9996526560267216,0
2021,12,CUST0466,대구,중식,68,22.4,23218.0,2,4.505368921764311,0
2022,8,CUST0362,부산,일식,54,25.0,11192.0,3,5.0,0
2021,1,CUST0341,경기,분식,23,24.3,22445.0,3,3.632732338858756,0
2023,9,CUST0095,부산,한식,47,16.3,17582.0,3,4.064033073485419,0
2022,3,CUST0365,인천,양식,19,24.5,25953.0,4,4.614533697102786,0
2023,10,CUST0256,서울,분식,52,27.0,34138.0,5,3.1692009486804484,0
2023,10,CUST0491,인천,분식,41,,21511.0,2,3.752743909188408,0
2021,5,CUST0272,인천,양식,66,12.6,23214.0,2,3.7074213272930026,0
2022,10,CUST0009,대구,중식,21,39.0,25368.0,1,3.8760666580232543,0
2022,1,CUST0239,서울,한식,48,22.7,11298.0,3,4.153466998051664,1
2021,8,CUST0245,경기,양식,63,34.2,11836.0,1,,0
2022,5,CUST0429,경기,패스트푸드,21,41.7,19641.0,4,3.474344576682721,0
2022,1,CUST0084,서울,일식,65,33.9,22188.0,2,3.577473680373494,0
2022,6,CUST0109,서울,분식,31,34.1,16445.0,3,4.876077033137145,0
2021,6,CUST0356,서울,한식,62,31.6,25402.0,1,4.2612150781344775,0
2021,7,CUST0335,대구,양식,65,31.9,23845.0,1,4.328638984156673,0
2023,11,CUST0407,인천,중식,63,30.9,11744.0,1,4.346646507205631,0
2023,11,CUST0115,부산,양식,19,22.9,20309.0,0,5.0,0
2023,3,CUST0043,부산,중식,49,30.7,26032.0,2,4.031184322041831,0
2023,10,CUST0410,경기,패스트푸드,66,24.8,3000.0,2,3.5189953171100035,0
2023,1,CUST0191,경기,중식,56,32.3,28322.0,2,4.315298580343813,0
2023,4,CUST0189,인천,중식,40,29.3,30336.0,3,4.2775500180502295,0
2023,10,CUST0306,인천,중식,68,22.6,28253.0,0,4.790961250750813,0
2023,6,CUST0436,부산,분식,31,26.1,21139.0,2,4.212323223521384,0
2023,1,CUST0098,대구,양식,52,22.5,5326.0,4,4.802849736690421,0
2021,4,CUST0322,경기,한식,68,48.1,14788.0,1,4.425258471783654,0
2022,4,CUST0255,인천,일식,30,16.6,24369.0,0,4.733639523422158,0
2022,10,CUST0143,경기,패스트푸드,45,22.0,28738.0,3,5.0,0
2022,8,CUST0225,서울,일식,51,36.4,26409.0,1,4.640313359350822,0
2021,3,CUST0044,인천,패스트푸드,51,33.5,25341.0,1,3.7084037343207634,0
2023,11,CUST0300,인천,양식,36,42.9,15313.0,2,3.4568574987649994,0
2022,7,CUST0107,대구,패스트푸드,60,24.7,19715.0,5,5.0,0
2022,9,CUST0167,인천,양식,52,47.3,28137.0,2,3.9979454091623485,0
2022,11,CUST0311,부산,분식,27,47.6,23836.0,1,5.0,0
2021,10,CUST0358,부산,양식,47,35.9,23627.0,4,3.004275200938104,0
2023,4,CUST0460,서울,일식,45,43.9,22445.0,5,3.419793607532166,0
2023,5,CUST0180,부산,중식,20,36.9,8781.0,2,3.6199611948184884,0
2022,9,CUST0479,부산,한식,26,16.0,25052.0,0,2.964544257797236,0
2022,11,CUST0341,대구,한식,21,47.1,22845.0,2,5.0,0
2022,4,CUST0249,부산,중식,29,12.3,12621.0,5,4.4264654897956035,0
2023,3,CUST0411,부산,한식,28,,25860.0,2,4.725827268520561,0
2023,12,CUST0113,부산,일식,37,23.4,13170.0,3,4.0853485986916995,0
2022,9,CUST0192,경기,한식,43,29.1,30717.0,1,4.465919974617688,0
2022,10,CUST0424,경기,패스트푸드,26,51.6,19954.0,2,3.5636744247295384,0
2023,12,CUST0039,부산,양식,46,30.1,19224.0,1,3.965808561596639,0
2022,3,CUST0105,경기,분식,52,21.8,9301.0,0,,0
2021,8,CUST0192,부산,패스트푸드,26,26.3,30101.0,2,3.7443287401156136,0
2022,10,CUST0234,부산,패스트푸드,28,31.4,3000.0,2,3.5900651068883405,0
2022,10,CUST0137,서울,일식,18,17.8,16552.0,0,4.6549583211161645,0
2021,11,CUST0005,경기,중식,56,17.6,22557.0,3,5.0,0
2022,12,CUST0236,서울,양식,34,39.5,31408.0,1,4.515389109695226,0
2023,8,CUST0493,대구,패스트푸드,34,32.3,30630.0,2,4.689774694972439,0
2023,6,CUST0264,대구,패스트푸드,61,34.3,26114.0,3,3.9078405283865623,0
2022,9,CUST0227,서울,중식,41,27.4,28677.0,1,4.954328657283388,0
2023,8,CUST0256,경기,패스트푸드,47,21.4,10571.0,2,5.0,1
2022,9,CUST0470,대구,양식,21,47.8,22596.0,2,4.199948486809434,1
2022,1,CUST0332,경기,일식,53,23.8,17341.0,4,5.0,0
2023,3,CUST0449,경기,중식,51,31.7,27089.0,0,3.5336790250678236,0
2022,1,CUST0259,인천,패스트푸드,61,28.0,13446.0,1,4.179643843785428,1
2022,3,CUST0494,인천,중식,53,36.9,25665.0,3,3.050042593435287,0
2021,10,CUST0374,인천,분식,29,17.5,28408.0,2,3.487466284935512,0
2021,11,CUST0063,서울,분식,53,22.0,20096.0,3,4.2173209824416595,0
2021,7,CUST0355,서울,양식,52,34.2,32525.0,4,3.0899661960600913,0
2021,12,CUST0161,부산,양식,31,,25481.0,3,5.0,1
2021,6,CUST0280,서울,분식,64,16.3,25664.0,3,4.419496703155405,0
2023,11,CUST0359,부산,일식,54,42.3,18946.0,2,4.010380870257774,0
2023,7,CUST0104,경기,중식,52,28.3,21685.0,2,4.599646494561717,0
2022,10,CUST0178,부산,한식,58,19.8,9785.0,1,4.058287216654624,0
2021,9,CUST0495,대구,한식,49,26.8,24868.0,0,2.8628840938773026,0
2022,12,CUST0353,대구,양식,51,38.2,11162.0,2,5.0,0
2021,2,CUST0482,부산,분식,20,22.0,12605.0,2,4.031404369860442,0
2022,3,CUST0404,경기,분식,69,16.0,24708.0,3,2.825647505719127,0
2021,11,CUST0413,서울,양식,44,41.4,7751.0,1,4.411226392408691,0
2022,12,CUST0070,대구,양식,34,27.2,24120.0,2,5.0,0
2022,5,CUST0059,부산,한식,23,28.9,7494.0,4,4.615525327519031,0
2023,1,CUST0305,인천,분식,32,10.4,24308.0,5,4.3360541007607045,0
2023,3,CUST0444,대구,한식,42,,10618.0,2,3.650173710591153,0
2023,7,CUST0429,인천,중식,48,34.5,12851.0,4,4.265405587039678,0
2021,11,CUST0378,서울,일식,44,47.9,28045.0,5,5.0,0
2022,12,CUST0195,부산,패스트푸드,35,20.9,13517.0,3,4.360829715860816,0
2023,9,CUST0309,서울,한식,58,10.0,27332.0,1,3.9212197101631237,0
2021,2,CUST0207,대구,패스트푸드,39,35.4,39640.0,0,3.69565340411606,0
2023,6,CUST0179,부산,분식,52,38.6,22959.0,2,4.494687306978751,0
2023,5,CUST0168,서울,한식,61,37.9,14834.0,4,3.800237214953019,0
2021,8,CUST0397,대구,중식,46,31.8,8750.0,2,4.506650600197272,0
2023,7,CUST0405,인천,양식,29,27.5,23421.0,0,5.0,0
2021,5,CUST0137,서울,패스트푸드,63,32.7,23542.0,2,3.950043017508684,0
2023,5,CUST0449,대구,한식,54,31.5,10972.0,2,,0
2023,9,CUST0471,인천,중식,38,36.0,23817.0,4,3.4086527353500133,0
2023,12,CUST0085,경기,일식,58,38.9,28262.0,3,4.897520666010492,0
2021,12,CUST0327,대구,일식,55,41.9,17587.0,2,3.9358521920500005,0
2021,3,CUST0395,서울,일식,34,49.7,23504.0,1,4.878029497027702,0
2021,7,CUST0127,부산,중식,54,,18616.0,1,3.8372318906462906,0
2022,2,CUST0233,서울,분식,48,30.9,13568.0,0,,0
2021,3,CUST0099,대구,중식,23,55.5,12189.0,3,4.01768579806878,0
2021,10,CUST0441,인천,분식,61,22.2,11159.0,2,4.013467548500015,0
2022,2,CUST0010,서울,양식,63,47.1,16450.0,4,3.9761346812854006,0
2023,9,CUST0023,대구,양식,56,,21352.0,0,4.642800595236632,0
2023,6,CUST0202,경기,중식,34,41.1,12213.0,2,2.5014383756629104,0
2023,8,CUST0342,경기,중식,25,37.0,23822.0,1,3.66666549399552,0
2022,7,CUST0495,부산,한식,34,29.9,19655.0,3,4.701680492476102,0
2023,9,CUST0257,서울,패스트푸드,44,39.0,4473.0,5,3.8689797073788283,0
2023,3,CUST0385,인천,한식,39,35.3,16218.0,1,5.0,0
2021,6,CUST0422,부산,일식,49,36.9,31779.0,3,3.8506407815913835,0
2022,7,CUST0346,인천,중식,21,26.6,5941.0,4,3.2227647613235977,0
2021,5,CUST0106,대구,일식,52,30.3,33308.0,5,5.0,0
2023,6,CUST0190,경기,중식,53,32.2,10977.0,0,5.0,0
2023,9,CUST0167,서울,패스트푸드,21,10.0,38560.0,1,2.5949361010118275,0
2022,6,CUST0278,경기,양식,63,38.1,24717.0,1,4.053370834311391,0
2022,9,CUST0084,인천,중식,45,21.0,12928.0,3,4.245877666984728,0
2022,5,CUST0141,대구,일식,61,43.6,22851.0,2,3.9538385581565847,0
2022,11,CUST0225,부산,양식,33,41.5,14867.0,1,5.0,0
2022,5,CUST0181,부산,패스트푸드,24,29.8,24601.0,0,3.785444756799864,0
2022,1,CUST0064,서울,양식,52,37.9,33394.0,3,4.907557768396819,0
2022,9,CUST0139,인천,분식,62,33.8,20225.0,1,4.168342983372464,0
2022,10,CUST0394,서울,패스트푸드,63,21.0,11219.0,1,4.03423953090273,0
2021,7,CUST0335,경기,한식,69,43.6,3000.0,1,3.535274128000136,0
2022,2,CUST0391,인천,중식,30,44.5,17856.0,1,5.0,0
2022,3,CUST0173,서울,중식,38,41.1,26853.0,1,4.843475520293592,0
2022,4,CUST0344,경기,분식,52,46.6,21794.0,1,4.875261105095788,0
2021,11,CUST0309,인천,분식,42,33.1,17227.0,3,3.699842939035464,0
2023,6,CUST0016,경기,분식,51,51.5,15881.0,3,5.0,0
2022,1,CUST0080,서울,패스트푸드,69,27.6,18397.0,2,4.870799284138931,0
2021,1,CUST0285,대구,양식,31,35.6,8379.0,2,4.702215709725161,0
2021,10,CUST0147,대구,한식,35,32.5,33234.0,2,4.33778701692103,1
2021,5,CUST0281,부산,분식,44,55.9,6869.0,2,3.6372288359458023,0
2023,12,CUST0336,인천,양식,66,37.1,30914.0,0,4.4333411213911385,0
2021,9,CUST0296,부산,한식,55,31.5,11636.0,1,3.9959214165615777,0
2023,9,CUST0235,경기,일식,23,39.1,21628.0,0,4.167363730541032,0
2022,4,CUST0036,서울,양식,29,15.2,21432.0,2,4.264269104733447,0
2023,12,CUST0142,대구,패스트푸드,59,36.8,12926.0,1,3.2322095540699314,0
2021,8,CUST0051,인천,분식,30,28.1,25517.0,0,4.263578557081814,0
2023,7,CUST0467,대구,한식,68,29.0,20454.0,0,4.47133960155054,0
2023,8,CUST0197,서울,일식,20,36.4,10959.0,1,3.5872421656738815,0
2022,5,CUST0107,부산,분식,35,10.0,10287.0,2,3.57698364330539,0
2023,12,CUST0259,서울,한식,66,25.9,15691.0,0,5.0,1
2023,3,CUST0186,경기,패스트푸드,30,46.6,17174.0,2,2.5126965409948396,0
2023,6,CUST0138,부산,일식,23,22.2,24944.0,0,4.60787300466415,0
2022,4,CUST0493,서울,분식,45,32.8,8997.0,0,4.7287902553169605,0
2021,5,CUST0356,인천,중식,42,38.9,32716.0,3,,0
2022,11,CUST0230,경기,분식,33,35.9,8360.0,1,3.813854219750911,0
2021,2,CUST0073,인천,일식,32,23.5,16818.0,0,4.518620850081153,0
2022,6,CUST0111,서울,일식,22,45.8,22034.0,2,5.0,0
2022,7,CUST0384,부산,중식,35,23.3,21386.0,0,4.293205665931032,1
2023,3,CUST0228,서울,한식,62,23.8,33314.0,2,3.245850662146391,0
2021,10,CUST0201,대구,양식,26,24.6,23397.0,3,4.17333110379657,0
2021,9,CUST0157,경기,한식,25,28.9,11152.0,4,2.8954926748189056,0
2023,6,CUST0087,경기,양식,40,12.0,10948.0,2,4.21833718055777,0
2022,1,CUST0419,부산,패스트푸드,36,18.1,30408.0,0,4.129774620243567,0
2021,3,CUST0349,인천,한식,44,14.9,15661.0,3,5.0,0
2021,9,CUST0393,인천,분식,44,40.7,27004.0,1,,1
2021,2,CUST0058,대구,한식,44,15.3,11059.0,4,4.910638950681164,0
2023,11,CUST0131,대구,패스트푸드,59,45.2,34566.0,3,3.242199945331523,0
2023,5,CUST0305,부산,양식,50,,13306.0,2,3.8187582403602613,0
2023,8,CUST0218,부산,양식,36,19.3,28666.0,5,4.843711778617276,0
2022,5,CUST0102,대구,일식,57,25.1,15121.0,3,5.0,0
2021,1,CUST0414,경기,중식,35,39.8,17484.0,0,3.8075144450597658,0
2023,12,CUST0191,서울,중식,30,43.2,22379.0,4,4.040550305044048,0
2022,4,CUST0395,부산,일식,24,38.4,21742.0,1,5.0,0
2023,3,CUST0456,부산,한식,32,24.0,23827.0,3,4.887755355252299,0
2021,8,CUST0172,부산,한식,52,27.5,13424.0,3,4.2843793927665486,0
2022,5,CUST0059,서울,중식,26,35.3,14796.0,0,5.0,1
2023,12,CUST0224,인천,한식,45,39.7,18626.0,2,5.0,0
2021,1,CUST0290,대구,분식,40,,4583.0,2,3.9380987067410316,0
2023,8,CUST0459,서울,일식,32,33.3,15654.0,2,4.1913196994911255,0
2021,10,CUST0323,부산,일식,34,52.7,16335.0,3,3.253619902846752,0
2021,10,CUST0345,경기,패스트푸드,61,32.8,25419.0,0,4.194736342371083,1
2023,6,CUST0022,인천,분식,32,50.7,9456.0,0,4.289874448722719,0
2023,8,CUST0434,대구,중식,39,38.3,15247.0,1,4.737264721528003,1
2023,12,CUST0374,인천,패스트푸드,67,,33735.0,1,5.0,0
2021,7,CUST0061,경기,양식,55,10.0,25301.0,3,3.5341163099844857,0
2021,1,CUST0148,서울,분식,68,21.4,24892.0,4,3.7836930458752387,0
2023,10,CUST0473,서울,중식,45,13.4,32469.0,0,3.929398944276919,0
2023,7,CUST0188,인천,분식,51,28.5,12673.0,2,4.4977516035458205,0
2023,8,CUST0010,인천,양식,26,18.7,26469.0,6,4.109028593411421,0
2021,5,CUST0140,인천,한식,52,35.3,29872.0,4,4.050528120983391,0
2023,6,CUST0261,부산,패스트푸드,58,32.9,15458.0,1,4.61663531547847,0
2022,3,CUST0235,부산,분식,28,49.6,23966.0,1,5.0,0
2023,10,CUST0127,부산,한식,56,33.5,28233.0,1,3.69582522889521,0
2021,4,CUST0440,서울,일식,30,31.1,11910.0,4,5.0,0
2021,1,CUST0147,서울,패스트푸드,55,33.7,12875.0,2,3.8650798245567843,0
2021,9,CUST0319,경기,한식,69,35.4,17524.0,5,5.0,0
2021,3,CUST0456,서울,패스트푸드,56,27.9,10140.0,1,3.457462977031142,0
2021,8,CUST0114,경기,양식,18,54.9,32793.0,0,4.421436622526458,0
2021,9,CUST0394,대구,양식,34,38.0,8697.0,3,4.165193868269553,0
2023,3,CUST0117,대구,중식,57,27.2,24527.0,0,3.6489734313668496,0
2022,6,CUST0207,경기,한식,66,19.5,16838.0,1,3.686357635701202,0
2022,4,CUST0263,대구,분식,19,40.1,5717.0,0,2.6338772548219627,0
2023,8,CUST0180,서울,패스트푸드,34,10.0,26722.0,4,4.2486267324965645,0
2023,3,CUST0343,인천,한식,35,44.2,27654.0,3,5.0,0
2023,3,CUST0268,부산,일식,63,37.8,32112.0,1,5.0,0
2022,10,CUST0058,서울,패스트푸드,65,11.2,5683.0,2,4.695310039245641,0
2021,2,CUST0193,경기,일식,62,35.8,27415.0,2,4.570252737778841,0
2021,10,CUST0413,대구,일식,24,,19101.0,3,3.735059801013347,0
2021,2,CUST0500,대구,패스트푸드,20,16.7,18694.0,3,3.595469981251724,0
2021,10,CUST0325,경기,패스트푸드,51,31.8,25365.0,1,3.831617844319713,0
2023,12,CUST0016,서울,일식,57,26.0,9126.0,0,4.91923804072232,0
2023,8,CUST0408,인천,분식,26,18.1,11067.0,1,3.27703769680424,0
2023,3,CUST0375,서울,패스트푸드,44,21.6,17223.0,2,3.789482667518354,0
2021,6,CUST0048,인천,분식,20,21.6,19336.0,3,4.474592843488624,0
2023,2,CUST0056,인천,중식,24,26.4,32385.0,1,3.2088869851993014,0
2022,5,CUST0226,경기,일식,26,26.7,13594.0,2,5.0,1
2022,10,CUST0447,경기,한식,29,,12553.0,4,4.198828225951881,0
2022,7,CUST0144,인천,중식,37,40.2,21905.0,1,4.276599365010482,0
2021,3,CUST0053,경기,패스트푸드,63,17.9,16177.0,0,3.9438255110333564,0
2021,3,CUST0341,인천,중식,38,24.1,23084.0,0,4.479449608380363,0
2023,3,CUST0312,경기,일식,62,31.4,36150.0,2,4.158005109035784,0
2022,1,CUST0270,대구,양식,18,32.4,8761.0,1,4.690117285772286,0
2022,6,CUST0235,대구,일식,18,23.1,18292.0,2,4.235301458474293,0
2021,4,CUST0308,경기,한식,19,46.7,29225.0,2,3.6564762190062146,0
2021,10,CUST0242,경기,양식,57,35.6,9084.0,0,4.018657006143704,0
2021,1,CUST0107,대구,일식,69,29.6,19134.0,5,4.434066878618637,0
2023,11,CUST0160,서울,패스트푸드,63,31.8,21519.0,3,3.24402891683278,0
2021,3,CUST0042,인천,중식,68,27.0,24712.0,5,4.287562303046757,0
2021,8,CUST0117,서울,양식,60,24.1,29265.0,3,4.312979177720167,0
2022,7,CUST0499,인천,일식,28,33.2,23329.0,2,3.933706663946005,0
2022,9,CUST0289,서울,한식,52,10.0,20166.0,1,4.261774805348832,0
2023,1,CUST0277,대구,한식,66,28.1,3000.0,6,4.561708714995008,0
2023,1,CUST0500,인천,일식,52,16.3,28035.0,0,4.163967541977268,0
2022,10,CUST0302,서울,한식,22,25.5,25511.0,3,,0
2023,7,CUST0061,서울,패스트푸드,68,17.2,5403.0,2,3.8274157358395176,0
2023,6,CUST0292,경기,중식,53,38.9,13740.0,1,5.0,0
2022,12,CUST0370,인천,분식,18,13.1,13868.0,2,,0
2023,10,CUST0031,대구,한식,22,30.5,6752.0,4,3.4125744270782867,0
2023,9,CUST0395,대구,일식,41,10.0,8792.0,3,4.618060973489242,0
2021,3,CUST0376,대구,양식,33,24.8,17136.0,2,3.7839058672884285,1
2023,9,CUST0399,서울,한식,61,24.0,24040.0,1,3.5761332746166783,0
2022,9,CUST0382,경기,일식,20,28.4,15515.0,1,3.6736241266127787,0
2022,4,CUST0310,대구,패스트푸드,67,13.6,12947.0,2,4.926021882379124,0
2021,5,CUST0053,경기,패스트푸드,34,29.0,18528.0,1,5.0,0
2022,3,CUST0115,인천,패스트푸드,58,34.0,20486.0,2,4.303052213112971,0
2022,6,CUST0013,인천,양식,44,27.5,18463.0,4,3.6945350216013324,0
2022,4,CUST0113,경기,분식,51,19.3,15476.0,2,4.609823709542507,0
2022,2,CUST0477,대구,분식,45,38.1,18496.0,3,3.34395573301596,0
2023,8,CUST0045,서울,중식,39,27.0,8556.0,1,4.775528145144606,0
2022,1,CUST0384,인천,패스트푸드,59,46.3,26965.0,0,4.11787773891318,0
2022,3,CUST0428,인천,분식,37,28.6,23286.0,1,4.61829036431974,0
2023,3,CUST0007,경기,패스트푸드,26,27.0,30053.0,3,1.8833916008178049,0
2021,1,CUST0439,인천,일식,65,42.8,18590.0,2,3.7750887777718782,0
2021,2,CUST0029,경기,양식,64,15.1,15588.0,2,3.7929753403526307,0
2023,6,CUST0348,경기,일식,68,31.0,3000.0,0,4.071086415519985,0
2023,8,CUST0050,경기,패스트푸드,64,11.2,28594.0,1,4.171440278033297,0
2021,6,CUST0411,인천,중식,66,24.5,33512.0,0,3.484882796698563,0
2022,8,CUST0471,경기,분식,49,19.9,41456.0,0,4.002474261522057,0
2021,7,CUST0093,대구,중식,66,11.3,15275.0,5,4.490999849957914,0
2022,12,CUST0086,서울,분식,62,28.5,27965.0,2,3.5024034867044174,0
2022,8,CUST0433,부산,분식,39,28.0,7206.0,2,3.4897709681465106,0
2023,6,CUST0122,서울,양식,23,29.7,3000.0,1,4.33444254587501,0
2021,3,CUST0307,대구,중식,24,31.4,20793.0,2,3.352903877661161,0
2022,9,CUST0458,경기,양식,19,27.5,10148.0,2,4.823166757785281,0
2021,6,CUST0299,부산,분식,55,36.1,28792.0,4,4.208071109475028,0
2022,11,CUST0032,인천,중식,51,26.8,26468.0,1,2.2021076404853313,0
2021,12,CUST0011,대구,한식,33,43.4,12501.0,3,5.0,0
2023,6,CUST0426,서울,양식,43,10.0,26522.0,3,4.418011018588713,0
2023,12,CUST0245,대구,한식,28,41.7,25814.0,1,3.6612728192484423,0
2022,1,CUST0129,서울,패스트푸드,51,23.0,19714.0,3,3.134651235390212,0
2023,7,CUST0390,대구,양식,53,42.9,23615.0,2,4.229324124252108,0
2023,3,CUST0178,인천,중식,58,18.6,20996.0,2,,0
2022,2,CUST0485,인천,분식,54,35.7,8635.0,3,4.47004852953114,0
2021,11,CUST0184,대구,양식,65,22.7,23865.0,4,4.517305650820555,0
2022,8,CUST0011,경기,중식,25,20.9,18365.0,1,3.7388236932991448,0
2022,2,CUST0119,대구,한식,68,24.5,17596.0,4,4.19571028474693,0
2022,2,CUST0203,경기,양식,36,10.6,19768.0,0,3.1470135626529068,0
